_id,SBA Physical Declaration Number,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content,Approved Amount EIDL
77,13365,13366,4085,NY-00130,BROOKLYN,7732,KINGS,NY,267122,200122,67000,0,0,0,0
78,13365,13366,4085,NY-00130,BROOKLYN,10038,KINGS,NY,394732,283482,111250,452400,283500,111300,57600
79,13365,13366,4085,NY-00130,BROOKLYN,11201,KINGS,NY,2032124,1476403,555721,827000,153400,319000,354600
80,13365,13366,4085,NY-00130,BROOKLYN,11203,KINGS,NY,44282,39482,4800,0,0,0,0
81,13365,13366,4085,NY-00130,BROOKLYN,11204,KINGS,NY,605401,199739,405662,0,0,0,0
82,13365,13366,4085,NY-00130,BROOKLYN,11205,KINGS,NY,24687308,6168767,18518541,4112700,0,3306400,689600
83,13365,13366,4085,NY-00130,BROOKLYN,11206,KINGS,NY,142840,102720,40120,360000,102800,33800,223400
84,13365,13366,4085,NY-00130,BROOKLYN,11207,KINGS,NY,353715,350790,2925,0,0,0,0
85,13365,13366,4085,NY-00130,BROOKLYN,11208,KINGS,NY,281767,85492,196275,97900,85600,9500,2800
86,13365,13366,4085,NY-00130,BROOKLYN,11209,KINGS,NY,9807331,0,9807331,270900,0,0,270900
87,13365,13366,4085,NY-00130,BROOKLYN,11210,KINGS,NY,353135,271212,81923,24200,0,24200,0
88,13365,13366,4085,NY-00130,BROOKLYN,11211,KINGS,NY,1218762,63735,1155027,1040200,0,790200,250000
89,13365,13366,4085,NY-00130,BROOKLYN,11212,KINGS,NY,110080,70385,39695,14000,14000,0,0
90,13365,13366,4085,NY-00130,BROOKLYN,11213,KINGS,NY,125511,101761,23750,0,0,0,0
91,13365,13366,4085,NY-00130,BROOKLYN,11214,KINGS,NY,1651735,1205372,446363,544700,379600,83000,82100
92,13365,13366,4085,NY-00130,BROOKLYN,11215,KINGS,NY,9951192,1474336,8476856,3164900,65300,2732500,367100
93,13365,13366,4085,NY-00130,BROOKLYN,11216,KINGS,NY,59581,53026,6555,33400,33100,300,0
94,13365,13366,4085,NY-00130,BROOKLYN,11217,KINGS,NY,3927338,338498,3588840,488700,98300,258500,131900
95,13365,13366,4085,NY-00130,BROOKLYN,11218,KINGS,NY,76949,76949,0,22300,0,0,22300
96,13365,13366,4085,NY-00130,BROOKLYN,11219,KINGS,NY,119701,42471,77230,123500,42500,49600,31400
97,13365,13366,4085,NY-00130,BROOKLYN,11220,KINGS,NY,417982,210990,206992,51800,14700,37100,0
98,13365,13366,4085,NY-00130,BROOKLYN,11221,KINGS,NY,6000,0,6000,0,0,0,0
99,13365,13366,4085,NY-00130,BROOKLYN,11222,KINGS,NY,2796132,2407902,388230,254100,223171.23999999999068677425384521484375,30928.75999999999839928932487964630126953125,0
100,13365,13366,4085,NY-00130,BROOKLYN,11223,KINGS,NY,1456657,694563,762094,1959100,447000,500200,1011900
101,13365,13366,4085,NY-00130,BROOKLYN,11224,KINGS,NY,51577359,30331809,21245550,15007600,6497100,7773400,737100
102,13365,13366,4085,NY-00130,BROOKLYN,11225,KINGS,NY,8852,5452,3400,0,0,0,0
103,13365,13366,4085,NY-00130,BROOKLYN,11226,KINGS,NY,119892,74795,45097,0,0,0,0
104,13365,13366,4085,NY-00130,BROOKLYN,11228,KINGS,NY,657736,318350,339386,341200,0,215900,125300
105,13365,13366,4085,NY-00130,BROOKLYN,11229,KINGS,NY,2932937,2029524,903413,1904900,736400,467600,700900
106,13365,13366,4085,NY-00130,BROOKLYN,11230,KINGS,NY,2046995,278171,1768824,417700,0,339500,78200
107,13365,13366,4085,NY-00130,BROOKLYN,11231,KINGS,NY,26080073,5100949,20979124,10808900,1013000,8551700,1244200
108,13365,13366,4085,NY-00130,BROOKLYN,11232,KINGS,NY,8600311,1492488,7107823,3957000,235200,3033800,688000
109,13365,13366,4085,NY-00130,BROOKLYN,11233,KINGS,NY,358366,193731,164635,7800,4600,3200,0
110,13365,13366,4085,NY-00130,BROOKLYN,11234,KINGS,NY,5645164,3486998,2158166,2815600,1632300,1054500,128800
111,13365,13366,4085,NY-00130,BROOKLYN,11235,KINGS,NY,72667614,43114226,29553388,21391700,11177600,7998900,2202500
112,13365,13366,4085,NY-00130,BROOKLYN,11236,KINGS,NY,6175686,5123130,1052556,2379500,1585600,380800,413100
113,13365,13366,4085,NY-00130,BROOKLYN,11237,KINGS,NY,605845,231998,373847,0,0,0,0
114,13365,13366,4085,NY-00130,BROOKLYN,11238,KINGS,NY,108493,18272,90221,191000,0,71300,119700
115,13365,13366,4085,NY-00130,BROOKLYN,11239,KINGS,NY,0,0,0,16100,0,0,16100
116,13365,13366,4085,NY-00130,BROOKLYN,11249,KINGS,NY,17868,0,17868,72700,0,0,72700
117,13365,13366,4085,NY-00130,BROOKLYN,11520,KINGS,NY,46931,20141,26790,0,0,0,0
118,13365,13366,4085,NY-00130,BROOKLYN,11235,NASSAU,NY,6465,0,6465,0,0,0,0
119,13365,13366,4085,NY-00130,BROOKLYN,11209,NEW YORK,NY,53145,0,53145,0,0,0,0
120,13365,13366,4085,NY-00130,BROOKLYN,11224,NEW YORK,NY,129339,7714,121625,0,0,0,0
121,13365,13366,4085,NY-00130,BROOKLYN,11229,NEW YORK,NY,39169,22699,16470,0,0,0,0
122,13365,13366,4085,NY-00130,BROOKLYN,11231,NEW YORK,NY,99830,0,99830,0,0,0,0
123,13365,13366,4085,NY-00130,BROOKLYN,11232,NEW YORK,NY,228039,50554,177485,245500,24500,177500,43500
124,13365,13366,4085,NY-00130,BROOKLYN,11234,NEW YORK,NY,162200,0,162200,0,0,0,0
125,13365,13366,4085,NY-00130,BROOKLYN,11235,NEW YORK,NY,607353,326678,280675,0,0,0,0
126,13365,13366,4085,NY-00130,BROOKLYN,11236,NEW YORK,NY,39425,38425,1000,41500,38500,1000,2000
127,13365,13366,4085,NY-00130,BROOKLYN,11767,NEW YORK,NY,16929,16929,0,6000,6000,0,0
128,13365,13366,4085,NY-00130,BROOKLYN,11224,QUEENS,NY,73000,0,73000,0,0,0,0
129,13365,13366,4085,NY-00130,BROOKLYN,11231,QUEENS,NY,338060,288090,49970,0,0,0,0
130,13365,13366,4085,NY-00130,BROOKLYN,11205,RICHMOND,NY,4855065,2934185,1920880,1920900,0,1920900,0
131,13365,13366,4085,NY-00130,BROOKLYN,11209,RICHMOND,NY,8659,0,8659,0,0,0,0
132,13365,13366,4085,NY-00130,BROOKLYN,11223,RICHMOND,NY,2848,0,2848,0,0,0,0
133,13365,13366,4085,NY-00130,BROOKLYN,11224,RICHMOND,NY,201537,192437,9100,0,0,0,0
134,13365,13366,4085,NY-00130,BROOKYLN,11235,KINGS,NY,39364,2871,36493,0,0,0,0
135,13365,13366,4085,NY-00130,CAMBRIA HEIGHTS,11411,QUEENS,NY,186293,186293,0,0,0,0,0
136,13365,13366,4085,NY-00130,CARLE PLACE,11514,NASSAU,NY,28959,0,28959,29000,0,29000,0
137,13365,13366,4085,NY-00130,CARLSTADT,7072,BERGEN,NJ,0,0,0,226300,0,0,226300
138,13365,13366,4085,NY-00130,CEDARHURST,11516,NASSAU,NY,894029,580484,313545,312400,111900,38400,162100
139,13365,13366,4085,NY-00130,CENTER MORICHES,11934,SUFFOLK,NY,348777,347277,1500,6000,0,1500,4500
140,13365,13366,4085,NY-00130,CENTEREACH,11720,SUFFOLK,NY,21420,0,21420,4200,0,4200,0
141,13365,13366,4085,NY-00130,CENTERPORT,11721,SUFFOLK,NY,564132,538482,25650,0,0,0,0
142,13365,13366,4085,NY-00130,CENTRAL ISLIP,11722,SUFFOLK,NY,45726,43591,2135,223200,10800,0,212400
143,13365,13366,4085,NY-00130,CHAPPAQUA,10514,WESTCHESTER,NY,14985,14985,0,2000,2000,0,0
144,13365,13366,4085,NY-00130,CHERRY GROVE,11782,SUFFOLK,NY,178112,157577,20535,20600,0,20600,0
145,13365,13366,4085,NY-00130,CHESTNUT RIDGE,10977,ROCKLAND,NY,47999,38487,9512,0,0,0,0
146,13365,13366,4085,NY-00130,COLD SPRING,10516,PUTNAM,NY,1862,1862,0,0,0,0,0
147,13365,13366,4085,NY-00130,COLD SPRING HARBOR,11724,SUFFOLK,NY,63296,63296,0,0,0,0,0
148,13365,13366,4085,NY-00130,COLLEGE POINT,11356,QUEENS,NY,484781,214753,270028,90400,40200,26900,23300
149,13365,13366,4085,NY-00130,COLLEGE POINT,11361,QUEENS,NY,3000,3000,0,0,0,0,0
150,13365,13366,4085,NY-00130,COMMACK,11725,SUFFOLK,NY,360096,341260,18836,230300,400,2400,227500
151,13365,13366,4085,NY-00130,CONGERS,10920,ROCKLAND,NY,69450,50375,19075,0,0,0,0
152,13365,13366,4085,NY-00130,COPIAGUE,11702,SUFFOLK,NY,217787,145637,72150,545700,145700,72100,327900
153,13365,13366,4085,NY-00130,COPIAGUE,11726,SUFFOLK,NY,1412884,622874,790010,846000,172400,479800,193800
154,13365,13366,4085,NY-00130,CORAM,11727,SUFFOLK,NY,32866,32866,0,32200,32200,0,0
155,13365,13366,4085,NY-00130,CORNEILLE ESTATES,11782,SUFFOLK,NY,109116,100216,8900,0,0,0,0
156,13365,13366,4085,NY-00130,CORONA,11368,QUEENS,NY,138040,138040,0,0,0,0,0
157,13365,13366,4085,NY-00130,CUTCHOGUE,11215,SUFFOLK,NY,76442,74942,1500,0,0,0,0
158,13365,13366,4085,NY-00130,CUTCHOGUE,11935,SUFFOLK,NY,0,0,0,29600,0,0,29600
159,13365,13366,4085,NY-00130,DAVIS PARK,11772,SUFFOLK,NY,370105,343875,26230,104900,73100,25500,6300
160,13365,13366,4085,NY-00130,DEER PARK,11729,SUFFOLK,NY,191524,144642,46882,132500,0,16300,116200
161,13365,13366,4085,NY-00130,DIX HILLS,11746,SUFFOLK,NY,83350,0,83350,103400,0,83400,20000
162,13365,13366,4085,NY-00130,E SETAUKET,11733,SUFFOLK,NY,50954,50404,550,51000,50500,500,0
163,13365,13366,4085,NY-00130,E. ATLANTIC BEACH,11561,NASSAU,NY,52254,51304,950,0,0,0,0
164,13365,13366,4085,NY-00130,EAST ATLANTIC BEACH,11510,NASSAU,NY,60662,50362,10300,42600,32500,5300,4800
165,13365,13366,4085,NY-00130,EAST ATLANTIC BEACH,11561,NASSAU,NY,730880,620730,110150,271200,208100,50300,12800
166,13365,13366,4085,NY-00130,EAST ELMHURST,11369,QUEENS,NY,13195,13195,0,0,0,0,0
167,13365,13366,4085,NY-00130,EAST ELMHURST,11370,QUEENS,NY,19660,0,19660,293600,0,2700,290900
168,13365,13366,4085,NY-00130,EAST HAMPTON,11937,SUFFOLK,NY,46772,40767,6005,30100,24100,6000,0
169,13365,13366,4085,NY-00130,EAST ISLIP,11730,SUFFOLK,NY,0,0,0,41200,0,0,41200
170,13365,13366,4085,NY-00130,EAST MARION,11939,SUFFOLK,NY,155459,136234,19225,155500,136300,19200,0
171,13365,13366,4085,NY-00130,EAST MEADOW,11554,NASSAU,NY,11440,725,10715,5200,0,5200,0
172,13365,13366,4085,NY-00130,EAST MORICHES,11940,SUFFOLK,NY,646920,150128,496792,225500,58400,167100,0
173,13365,13366,4085,NY-00130,EAST NORTHPORT,11731,SUFFOLK,NY,9442,0,9442,138800,0,0,138800
174,13365,13366,4085,NY-00130,EAST PATCHOGUE,11772,SUFFOLK,NY,436387,124013,312374,61600,0,36500,25100
175,13365,13366,4085,NY-00130,EAST QUOGUE,11942,SUFFOLK,NY,9473,0,9473,10000,0,0,10000
176,13365,13366,4085,NY-00130,EAST QUOUGE,11942,SUFFOLK,NY,8577,8077,500,34300,8100,500,25700
177,13365,13366,4085,NY-00130,EAST ROCKAWAY,11518,NASSAU,NY,8291352,6349522,1941830,1640000,1169700,261900,208400
178,13365,13366,4085,NY-00130,EASTPORT,11941,SUFFOLK,NY,2935,2935,0,1600,0,0,1600
179,13365,13366,4085,NY-00130,EDGEMERE,11691,QUEENS,NY,3316985,2732862,584123,2000000,2000000,0,0
180,13365,13366,4085,NY-00130,ELMHURST,11373,QUEENS,NY,17308,9788,7520,0,0,0,0
181,13365,13366,4085,NY-00130,ELMONT,11003,NASSAU,NY,107416,0,107416,220900,0,97900,123000
182,13365,13366,4085,NY-00130,ELMSFORD,10523,WESTCHESTER,NY,0,0,0,16400,0,0,16400
183,13365,13366,4085,NY-00130,ENGLEWOOD,7631,BERGEN,NJ,0,0,0,20000,0,0,20000
184,13365,13366,4085,NY-00130,FAR AROCKAWAY,11692,QUEENS,NY,80417,78367,2050,0,0,0,0
185,13365,13366,4085,NY-00130,FAR ROCAKWAY,11691,QUEENS,NY,61552,59777,1775,62000,57800,1800,2400
186,13365,13366,4085,NY-00130,FAR ROCKAWAY,11691,NEW YORK,NY,15050,7250,7800,0,0,0,0
187,13365,13366,4085,NY-00130,FAR ROCKAWAY,11691,QUEENS,NY,14911555,11125538,3786017,3766200,2149100,1256400,360700
188,13365,13366,4085,NY-00130,FAR ROCKAWAY,11692,QUEENS,NY,1625773,1032813,592960,448100,80900,324700,42500
189,13365,13366,4085,NY-00130,FAR ROCKAWAY,11693,QUEENS,NY,2567013,1949151,617862,0,0,0,0
190,13365,13366,4085,NY-00130,FAR ROCKAWAY,11694,QUEENS,NY,462350,287584,174766,77900,39600,33300,5000
191,13365,13366,4085,NY-00130,FAR ROCKCAWAY,11691,QUEENS,NY,5746,2146,3600,0,0,0,0
192,13365,13366,4085,NY-00130,FAR ROCKWAY,11692,QUEENS,NY,72259,70109,2150,0,0,0,0
193,13365,13366,4085,NY-00130,FARMINGDALE,11725,NASSAU,NY,30466,27066,3400,30500,27100,3400,0
194,13365,13366,4085,NY-00130,FARMINGDALE,11735,NASSAU,NY,529347,132052,397295,396600,0,285700,110900
195,13365,13366,4085,NY-00130,FARMINGDALE,11735,SUFFOLK,NY,42625,39875,2750,26900,26100,800,0
196,13365,13366,4085,NY-00130,FARMINGVILLE,11738,SUFFOLK,NY,11125,0,11125,18500,0,0,18500
197,13365,13366,4085,NY-00130,FIRE ISLAND PINES,11782,SUFFOLK,NY,286003,282243,3760,22400,20900,1500,0
198,13365,13366,4085,NY-00130,FISHERS ISLAND,6390,SUFFOLK,NY,29100,0,29100,75200,0,29100,46100
199,13365,13366,4085,NY-00130,FLANDERS,11901,SUFFOLK,NY,17495,15875,1620,0,0,0,0
200,13365,13366,4085,NY-00130,FLORAL PARK,11001,NASSAU,NY,158670,28841,129829,637100,28900,14000,594200
201,13365,13366,4085,NY-00130,FLORAL PARK,11004,QUEENS,NY,13542,6540,7002,0,0,0,0
202,13365,13366,4085,NY-00130,FLUSHING,11354,QUEENS,NY,621524,96993,524531,6700,0,1700,5000
203,13365,13366,4085,NY-00130,FLUSHING,11355,QUEENS,NY,420942,285009,135933,3800,200,3600,0
204,13365,13366,4085,NY-00130,FLUSHING,11358,QUEENS,NY,38811,8011,30800,14000,0,14000,0
205,13365,13366,4085,NY-00130,FLUSHING,11366,QUEENS,NY,8535,0,8535,0,0,0,0
206,13365,13366,4085,NY-00130,FOREST HILLS,11375,QUEENS,NY,57045,44045,13000,68200,3500,7000,57700
207,13365,13366,4085,NY-00130,FORT LEE,7024,BERGEN,NJ,0,0,0,98900,0,0,98900
208,13365,13366,4085,NY-00130,FORT SALONGA,11768,SUFFOLK,NY,0,0,0,12600,0,0,12600
209,13365,13366,4085,NY-00130,FORT TILDEN,11695,QUEENS,NY,522525,499875,22650,522600,499900,22700,0
210,13365,13366,4085,NY-00130,FORT TOTTEN,15913,QUEENS,NY,28940,28940,0,0,0,0,0
211,13365,13366,4085,NY-00130,FRANKLIN SQ,11010,NASSAU,NY,60217,3712,56505,0,0,0,0
212,13365,13366,4085,NY-00130,FRANKLIN SQUARE,11010,NASSAU,NY,18300,0,18300,51200,0,0,51200
213,13365,13366,4085,NY-00130,FREEPORT,11152,NASSAU,NY,60227,10331,49896,0,0,0,0
214,13365,13366,4085,NY-00130,FREEPORT,11520,NASSAU,NY,25984847,13412051,12572796,5786800,1389100,3534000,863700
215,13365,13366,4085,NY-00130,FREEPORT,11530,NASSAU,NY,92038,17418,74620,0,0,0,0
216,13365,13366,4085,NY-00130,FREEPORT,11783,NASSAU,NY,106610,17897,88713,108200,0,51300,56900
217,13365,13366,4085,NY-00130,FREEPORT,11520,SUFFOLK,NY,45550,13050,32500,0,0,0,0
218,13365,13366,4085,NY-00130,FRESH MEADOWS,11365,QUEENS,NY,0,0,0,24200,0,0,24200
219,13365,13366,4085,NY-00130,GARDEN CITY,11530,NASSAU,NY,156529,137329,19200,42300,0,0,42300
220,13365,13366,4085,NY-00130,GARDEN CITY SOUTH,11530,NASSAU,NY,0,0,0,5000,0,0,5000
221,13365,13366,4085,NY-00130,GEORGETOWN,6829,FAIRFIELD,CT,0,0,0,32000,0,0,32000
222,13365,13366,4085,NY-00130,GLAN COVE,11542,NASSAU,NY,2784,2784,0,0,0,0,0
223,13365,13366,4085,NY-00130,GLEN COVE,11542,NASSAU,NY,136708,30453,106255,37500,0,0,37500
224,13365,13366,4085,NY-00130,GLEN HEAD,11545,NASSAU,NY,0,0,0,168300,0,0,168300
225,13365,13366,4085,NY-00130,GRAND VIEW-ON-HUDSON,10960,ROCKLAND,NY,195138,195138,0,0,0,0,0
226,13365,13366,4085,NY-00130,GRANDVIEW,10960,ROCKLAND,NY,69545,0,69545,69600,0,69600,0
227,13365,13366,4085,NY-00130,GREAT NECK,11021,NASSAU,NY,11556,232,11324,281400,0,0,281400
228,13365,13366,4085,NY-00130,GREENPORT,11944,SUFFOLK,NY,2688073,2470894,217179,1837200,1749200,88000,0
229,13365,13366,4085,NY-00130,GREENVALE,11548,NASSAU,NY,27007,0,27007,0,0,0,0
230,13365,13366,4085,NY-00130,HACKENSACK,7601,BERGEN,NJ,0,0,0,20000,0,0,20000
231,13365,13366,4085,NY-00130,HAMPTON BAYS,11946,SUFFOLK,NY,1451084,1074101,376983,326400,167100,30800,128500
232,13365,13366,4085,NY-00130,HARRISON,10528,WESTCHESTER,NY,5932,4832,1100,0,0,0,0
233,13365,13366,4085,NY-00130,HASTINGS ON HUDSON,10706,WESTCHESTER,NY,3000,0,3000,0,0,0,0
234,13365,13366,4085,NY-00130,HAUPPAUGE,11788,SUFFOLK,NY,2142102,26115,2115987,238700,3500,131500,103700
235,13365,13366,4085,NY-00130,HAVERSTRAW,10927,ROCKLAND,NY,3000,0,3000,0,0,0,0
236,13365,13366,4085,NY-00130,HEMPSTEAD,11550,NASSAU,NY,508544,315067,193477,226700,172500,1800,52400
237,13365,13366,4085,NY-00130,HEWLETT,11557,NASSAU,NY,384799,157558,227241,64200,0,59700,4500
238,13365,13366,4085,NY-00130,HICKSVILLE,11756,NASSAU,NY,2700,0,2700,0,0,0,0
239,13365,13366,4085,NY-00130,HICKSVILLE,11801,NASSAU,NY,30445,0,30445,652600,0,2500,650100
240,13365,13366,4085,NY-00130,HOBOKEN,7030,HUDSON,NJ,7250,7250,0,43100,0,0,43100
