_id,SBA Physical Declaration Number,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content,Approved Amount EIDL
17,13829,13830,4157,IL-00043,DANVILLE,61832,VERMILION,IL,14508,14508,0,0,0,0,0
18,13829,13830,4157,IL-00043,DIAMOND,60416,WILL,IL,159862,0,159862,0,0,0,0
19,13829,13830,4157,IL-00043,EAST PEORIA,61611,TAZEWELL,IL,16000,0,16000,0,0,0,0
20,13829,13830,4157,IL-00043,GIFFORD,61847,CHAMPAIGN,IL,203181,167529,35652,156400,140500,3800,12100
21,13829,13830,4157,IL-00043,MINONK,61760,WOODFORD,IL,136898,134173,2725,0,0,0,0
22,13829,13830,4157,IL-00043,NASHVILLE,62263,WASHINGTON,IL,713814,517214,196600,0,0,0,0
23,13829,13830,4157,IL-00043,VILLA GROVE,61956,CHAMPAIGN,IL,99138,0,99138,0,0,0,0
24,13829,13830,4157,IL-00043,WASHINGTON,61571,TAZEWELL,IL,908791,748732,160059,249500,22800,8400,218300
25,13867,13868,,CA-00215,BIG SUR,93920,MONTEREY,CA,575719,539019,36700,0,0,0,0
26,13869,13870,,CT-00032,SHELTON,6484,FAIRFIELD,CT,2866440,2741665,124775,14000,0,14000,0
27,13878,13879,,FL-00097,DELRAY BEACH,33446,PALM BEACH,FL,384999,348392,36607,385100,348400,36700,0
28,13878,13879,,FL-00097,RIVIERA BEACH,33404,PALM BEACH,FL,36881,36881,0,36900,36900,0,0
29,13883,13884,,IN-00053,KOKOMO,46901,HOWARD,IN,110088,110088,0,24000,24000,0,0
30,13883,13884,,IN-00053,KOKOMO,46902,HOWARD,IN,328490,306885,21605,316500,293600,20500,2400
31,13883,13884,,IN-00053,VINCENNES,47591,KNOX,IN,224734,222984,1750,0,0,0,0
32,13883,13884,,IN-00053,WASHINGTON,47501,DAVIESS,IN,199619,197969,1650,35600,33900,1700,0
33,13924,13925,4168,WA-00039,ARLINGTON,98223,SNOHOMISH,WA,280026,245559,34467,225300,212600,10700,2000
34,13924,13925,4168,WA-00039,BURIEN,98166,KING,WA,0,0,0,1500,0,0,1500
35,13924,13925,4168,WA-00039,DARRINGTON,98241,SNOHOMISH,WA,0,0,0,5000,0,0,5000
36,13927,13928,,NY-00141,NEW YORK,10029,NEW YORK,NY,178860,76286,102574,50000,7300,32800,9900
37,13927,13928,,NY-00141,NEW YORK,10035,NEW YORK,NY,317772,182885,134887,0,0,0,0
38,13942,13943,,AL-00053,HELENA,35080,SHELBY,AL,123108,9789,113319,181700,8000,102600,71100
39,13942,13943,,AL-00053,MC CALLA,35111,JEFFERSON,AL,15410,2143,13267,18300,0,13300,5000
40,13942,13943,,AL-00053,VESTAVIA,35216,JEFFERSON,AL,1178633,79484,1099149,207300,5000,202300,0
41,13957,13958,4174,AR-00070,ALEXANDER,72002,PULASKI,AR,2480,108,2372,0,0,0,0
42,13957,13958,4174,AR-00070,CONWAY,72032,FAULKNER,AR,149756,137541,12215,37200,10700,3600,22900
43,13957,13958,4174,AR-00070,MAYFLOWER,72106,FAULKNER,AR,3007098,1163938,1843160,1551400,707800,754700,88900
44,13957,13958,4174,AR-00070,POCAHONTAS,72455,RANDOLPH,AR,18302,18302,0,0,0,0,0
45,13957,13958,4174,AR-00070,SEARCY,72143,WHITE,AR,105847,105847,0,65900,65900,0,0
46,13957,13958,4174,AR-00070,VILONIA,72173,FAULKNER,AR,1239130,875792,363338,496800,317100,152600,27100
47,13959,13960,4175,MS-00072,COLUMBUS,39701,LOWNDES,MS,31856,31856,0,0,0,0,0
48,13959,13960,4175,MS-00072,COLUMBUS,39702,LOWNDES,MS,121704,110854,10850,37500,8400,5800,23300
49,13959,13960,4175,MS-00072,LAUREL,39443,JONES,MS,56597,55847,750,14800,14800,0,0
50,13959,13960,4175,MS-00072,LOUISVILLE,39339,WINSTON,MS,3713164,3363056,350108,159900,96900,32500,30500
51,13959,13960,4175,MS-00072,MADISON,39110,MADISON,MS,0,0,0,25000,0,0,25000
52,13959,13960,4175,MS-00072,MANTACHIE,38855,ITAWAMBA,MS,42831,37031,5800,0,0,0,0
53,13959,13960,4175,MS-00072,PEARL,39208,RANKIN,MS,47257,47257,0,0,0,0,0
54,13959,13960,4175,MS-00072,SALTILLO,38866,LEE,MS,932547,752782,179765,656300,577200,79100,0
55,13959,13960,4175,MS-00072,TUPELO,38801,LEE,MS,319733,300957,18776,29100,10100,0,19000
56,13959,13960,4175,MS-00072,TUPELO,38804,LEE,MS,9759704,8617857,1141847,2023500,2000000,23500,0
57,13959,13960,4175,MS-00072,VERONA,38879,LEE,MS,245525,245525,0,0,0,0,0
58,13959,13960,4175,MS-00072,WAYNESBORO,39367,WAYNE,MS,150718,144668,6050,0,0,0,0
59,13967,13968,4176,AL-00054,ADAMSVILLE,35005,JEFFERSON,AL,49365,43249,6116,0,0,0,0
60,13967,13968,4176,AL-00054,ATHENS,35611,LIMESTONE,AL,2806809,2606961,199848,252300,202300,35900,14100
61,13967,13968,4176,AL-00054,BAYOU LA BATRE,36509,MOBILE,AL,11733,0,11733,16200,0,11800,4400
62,13967,13968,4176,AL-00054,BESSEMER,35020,JEFFERSON,AL,314477,273398,41079,97100,83500,13600,0
63,13967,13968,4176,AL-00054,BESSEMER,35022,JEFFERSON,AL,4584,2219,2365,0,0,0,0
64,13967,13968,4176,AL-00054,BIRMINGHAM,35204,JEFFERSON,AL,26512,26512,0,25000,25000,0,0
65,13967,13968,4176,AL-00054,BIRMINGHAM,35224,JEFFERSON,AL,3000,0,3000,0,0,0,0
66,13967,13968,4176,AL-00054,BIRMINGHAM,35228,JEFFERSON,AL,7380,7380,0,0,0,0,0
67,13967,13968,4176,AL-00054,BOAZ,35957,DE KALB,AL,40325,0,40325,0,0,0,0
68,13967,13968,4176,AL-00054,BOAZ,35956,ETOWAH,AL,108004,108004,0,0,0,0,0
69,13967,13968,4176,AL-00054,COTTONDALE,35453,TUSCALOOSA,AL,178027,175027,3000,0,0,0,0
70,13967,13968,4176,AL-00054,DAPHNE,36526,BALDWIN,AL,84332,84332,0,28000,28000,0,0
71,13967,13968,4176,AL-00054,EIGHT MILE,36613,MOBILE,AL,479,479,0,0,0,0,0
72,13967,13968,4176,AL-00054,ELBERTA,36530,BALDWIN,AL,186169,129324,56845,3100,3100,0,0
73,13967,13968,4176,AL-00054,FAIRHOPE,36532,BALDWIN,AL,394972,244376,150596,108300,16600,27100,64600
74,13967,13968,4176,AL-00054,FOLEY,36535,BALDWIN,AL,670095,580127,89968,551200,494400,56800,0
75,13967,13968,4176,AL-00054,FORT PAYNE,35967,DE KALB,AL,22261,22261,0,22300,22300,0,0
76,13967,13968,4176,AL-00054,GRAYSVILLE,35073,JEFFERSON,AL,334198,334198,0,153000,153000,0,0
77,13967,13968,4176,AL-00054,GULF SHORES,36542,BALDWIN,AL,189100,94512,94588,127300,61100,4800,8100
78,13967,13968,4176,AL-00054,KIMBERLY,35091,JEFFERSON,AL,33261,33261,0,0,0,0,0
79,13967,13968,4176,AL-00054,LILLIAN,36549,BALDWIN,AL,19089,1114,17975,17900,0,17900,0
80,13967,13968,4176,AL-00054,MAGNOLIA SPRINGS,36555,BALDWIN,AL,53674,52924,750,0,0,0,0
81,13967,13968,4176,AL-00054,MOBILE,36602,MOBILE,AL,8931,6431,2500,0,0,0,0
82,13967,13968,4176,AL-00054,MOBILE,36603,MOBILE,AL,473052,422863,50189,15800,15800,0,0
83,13967,13968,4176,AL-00054,MOBILE,36605,MOBILE,AL,93963,87044,6919,0,0,0,0
84,13967,13968,4176,AL-00054,MOBILE,36606,MOBILE,AL,132037,124219,7818,39700,38900,800,0
85,13967,13968,4176,AL-00054,MOBILE,36607,MOBILE,AL,26705,26705,0,0,0,0,0
86,13967,13968,4176,AL-00054,MOBILE,36608,MOBILE,AL,122999,116399,6600,191500,104000,6600,80900
87,13967,13968,4176,AL-00054,MOBILE,36609,MOBILE,AL,79163,79163,0,79300,79300,0,0
88,13967,13968,4176,AL-00054,MOBILE,36610,MOBILE,AL,7987,6697,1290,0,0,0,0
89,13967,13968,4176,AL-00054,MOBILE,36617,MOBILE,AL,71735,71735,0,0,0,0,0
90,13967,13968,4176,AL-00054,MOBILE,36618,MOBILE,AL,10000,0,10000,10000,0,10000,0
91,13967,13968,4176,AL-00054,MOBILE,36652,MOBILE,AL,47650,47650,0,0,0,0,0
92,13967,13968,4176,AL-00054,MOBILE,36695,MOBILE,AL,29708,27237,2471,23400,23400,0,0
93,13967,13968,4176,AL-00054,ONEONTA,35121,BLOUNT,AL,146446,120687,25759,0,0,0,0
94,13967,13968,4176,AL-00054,ORANGE BEACH,36561,BALDWIN,AL,95118,33025,62093,20600,20600,0,0
95,13967,13968,4176,AL-00054,POINT CLEAR,36564,BALDWIN,AL,15008,9258,5750,0,0,0,0
96,13967,13968,4176,AL-00054,PRICHARD,36610,MOBILE,AL,96315,86720,9595,38500,38500,0,0
97,13967,13968,4176,AL-00054,ROBERTSDALE,36567,BALDWIN,AL,260076,157113,102963,0,0,0,0
98,13967,13968,4176,AL-00054,SALEM,36874,LEE,AL,19688,7524,12164,17800,0,12100,5700
99,13967,13968,4176,AL-00054,SARALAND,36571,MOBILE,AL,12552,10552,2000,0,0,0,0
100,13967,13968,4176,AL-00054,SATSUMA,36572,MOBILE,AL,43983,43983,0,0,0,0,0
101,13967,13968,4176,AL-00054,SEMINOLE,36574,BALDWIN,AL,23500,23500,0,23500,23500,0,0
102,13967,13968,4176,AL-00054,SEMMES,36575,MOBILE,AL,11512,11512,0,11600,11600,0,0
103,13967,13968,4176,AL-00054,SILVERHILL,36576,BALDWIN,AL,36661,28434,8227,61400,25000,8300,28100
104,13967,13968,4176,AL-00054,SPANISH FORT,36527,BALDWIN,AL,87677,72977,14700,14800,2300,12500,0
105,13967,13968,4176,AL-00054,SUMMERDALE,36580,BALDWIN,AL,80804,43806,36998,11300,11300,0,0
106,13967,13968,4176,AL-00054,THEODORE,36582,MOBILE,AL,38201,27958,10243,27400,27400,0,0
107,13967,13968,4176,AL-00054,TUSCALOOSA,35405,TUSCALOOSA,AL,32492,32492,0,0,0,0,0
108,13967,13968,4176,AL-00054,VALLEY HEAD,35989,DE KALB,AL,79129,2345,76784,76800,0,76800,0
109,13969,13970,,KS-00078,BAXTER SPRINGS,66713,CHEROKEE,KS,40000,0,40000,28000,0,14000,14000
110,13971,13972,4177,FL-00100,ALFORD,32420,JACKSON,FL,3840,3840,0,0,0,0,0
111,13971,13972,4177,FL-00100,CANTONMENT,32533,ESCAMBIA,FL,617287,585710,31577,483500,446300,28600,8600
112,13971,13972,4177,FL-00100,CRESTVIEW,32536,OKALOOSA,FL,431179,401179,30000,213900,183900,30000,0
113,13971,13972,4177,FL-00100,CRESTVIEW,32539,OKALOOSA,FL,64302,63402,900,69900,63600,900,5400
114,13971,13972,4177,FL-00100,DEFUNIAK SPRINGS,32433,WALTON,FL,125756,125756,0,0,0,0,0
115,13971,13972,4177,FL-00100,DESTIN,32541,OKALOOSA,FL,171057,95500,75557,0,0,0,0
116,13971,13972,4177,FL-00100,DESTIN,32550,WALTON,FL,100586,95386,5200,0,0,0,0
117,13971,13972,4177,FL-00100,FORT WALTON BEACH,32547,OKALOOSA,FL,229717,220229,9488,109700,105900,1600,2200
118,13971,13972,4177,FL-00100,FORT WALTON BEACH,32548,OKALOOSA,FL,592601,568859,23742,1500,0,1500,0
119,13971,13972,4177,FL-00100,FREEPORT,32439,WALTON,FL,38462,38462,0,3800,3500,0,300
120,13971,13972,4177,FL-00100,GULF BREEZE,32561,SANTA ROSA,FL,710695,592813,117882,399200,309400,21600,68200
121,13971,13972,4177,FL-00100,GULF BREEZE,32563,SANTA ROSA,FL,485840,322381,163459,224500,71400,78700,74400
122,13971,13972,4177,FL-00100,JAY,32565,SANTA ROSA,FL,53273,43273,10000,93200,0,0,93200
123,13971,13972,4177,FL-00100,LAUREL HILL,32567,OKALOOSA,FL,4400,0,4400,1400,0,1400,0
124,13971,13972,4177,FL-00100,MALONE,32445,JACKSON,FL,54277,48767,5510,50000,44500,5500,0
125,13971,13972,4177,FL-00100,MARIANNA,32446,JACKSON,FL,23594,12434,11160,4000,0,4000,0
126,13971,13972,4177,FL-00100,MARIANNA,32448,JACKSON,FL,45314,45314,0,25000,25000,0,0
127,13971,13972,4177,FL-00100,MARY ESTHER,32569,OKALOOSA,FL,31761,30786,975,0,0,0,0
128,13971,13972,4177,FL-00100,MILTON,32570,SANTA ROSA,FL,127902,103782,24120,40500,39000,0,1500
129,13971,13972,4177,FL-00100,MILTON,32583,SANTA ROSA,FL,16901,16901,0,5900,4600,0,1300
130,13971,13972,4177,FL-00100,MIRAMAR BEACH,32550,WALTON,FL,86292,86292,0,86300,86300,0,0
131,13971,13972,4177,FL-00100,NAVARRE,32566,SANTA ROSA,FL,76569,76569,0,71900,71900,0,0
132,13971,13972,4177,FL-00100,NICEVILLE,32578,OKALOOSA,FL,18804,9004,9800,9100,9100,0,0
133,13971,13972,4177,FL-00100,PACE,32571,SANTA ROSA,FL,123660,103525,20135,56900,55700,1200,0
134,13971,13972,4177,FL-00100,PENSACOLA,32501,ESCAMBIA,FL,1639288,904352,734936,311700,205300,43800,62600
135,13971,13972,4177,FL-00100,PENSACOLA,32502,ESCAMBIA,FL,602985,195159,407826,380400,73400,78500,228500
136,13971,13972,4177,FL-00100,PENSACOLA,32503,ESCAMBIA,FL,534671,295658,239013,386100,210100,124600,49700
137,13971,13972,4177,FL-00100,PENSACOLA,32504,ESCAMBIA,FL,176974,161319,15655,51800,44100,7700,0
138,13971,13972,4177,FL-00100,PENSACOLA,32505,ESCAMBIA,FL,1363495,761950,601545,1031900,550200,478600,3100
139,13971,13972,4177,FL-00100,PENSACOLA,32506,ESCAMBIA,FL,1556971,1374803,182168,1032600,976600,26400,29600
140,13971,13972,4177,FL-00100,PENSACOLA,32507,ESCAMBIA,FL,628326,434864,193462,556000,296900,128500,130600
141,13971,13972,4177,FL-00100,PENSACOLA,32514,ESCAMBIA,FL,441768,348869,92899,103200,91800,7800,3600
142,13971,13972,4177,FL-00100,PENSACOLA,32526,ESCAMBIA,FL,431823,340191,91632,339800,308800,22800,8200
143,13971,13972,4177,FL-00100,PENSACOLA,32534,ESCAMBIA,FL,3012054,1001440,2010614,1013100,426800,516600,69700
144,13971,13972,4177,FL-00100,PT WASHINGTON,32459,WALTON,FL,713,713,0,0,0,0,0
145,13971,13972,4177,FL-00100,SANTA ROSA BEACH,32459,WALTON,FL,267879,261929,5950,236700,213100,1200,22400
146,13971,13972,4177,FL-00100,SHALIMAR,32579,OKALOOSA,FL,500,0,500,2000,0,500,1500
147,13971,13972,4177,FL-00100,VALPARAISO,32580,OKALOOSA,FL,40639,38839,1800,41700,38900,1800,1000
148,13977,13978,,NC-00061,GREENVILLE,27834,PITT,NC,14880,0,14880,0,0,0,0
149,13977,13978,,NC-00061,WASHINGTON,27889,BEAUFORT,NC,408285,388885,19400,26500,14000,12500,0
150,13988,13989,,WA-00042,NORTH BEND,98045,KING,WA,2144881,2007984,136897,0,0,0,0
151,13997,13998,,TN-00080,HAZEL GREEN,35750,MADISON,AL,25059,25059,0,0,0,0,0
152,13999,14000,,TX-00433,FRITCH,79036,HUTCHINSON,TX,164183,119683,44500,159500,119700,39800,0
153,14005,14006,,NY-00144,STATEN ISLAND,10304,RICHMOND,NY,7358,7358,0,0,0,0,0
154,14015,14016,,PA-00067,RIDGWAY,15853,ELK,PA,793249,232837,560412,346500,70100,233300,43100
155,14015,14016,,PA-00067,SAINT MARYS,15857,ELK,PA,125044,109744,15300,0,0,0,0
156,14017,14018,,OH-00041,BRUNSWICK,44212,MEDINA,OH,36553,26148,10405,3800,0,3800,0
157,14017,14018,,OH-00041,CLEVELAND,44103,CUYAHOGA,OH,11825,11825,0,11900,11900,0,0
158,14017,14018,,OH-00041,ELYRIA,44035,LORAIN,OH,215072,215072,0,214000,214000,0,0
159,14017,14018,,OH-00041,LORAIN,44052,LORAIN,OH,149572,136679,12893,121700,121700,0,0
160,14017,14018,,OH-00041,LORAIN,44055,LORAIN,OH,52382,52382,0,52500,52500,0,0
161,14017,14018,,OH-00041,N RIDGEVILLE,44039,LORAIN,OH,632340,527790,104550,340400,235900,104500,0
162,14017,14018,,OH-00041,NORTH OLMSTED,44070,CUYAHOGA,OH,29628,29628,0,30100,29700,0,400
163,14017,14018,,OH-00041,NORTH RIDGEVILLE,44039,LORAIN,OH,13976,12376,1600,9000,7400,1600,0
164,14019,14020,,OH-00042,TIPP CITY,45371,MIAMI,OH,14740,14740,0,14800,14800,0,0
165,14021,14022,,CA-00221,CARLSBAD,92009,SAN DIEGO,CA,394375,110000,284375,0,0,0,0
166,14021,14022,,CA-00221,ENCINITAS,92024,SAN DIEGO,CA,0,0,0,13900,0,0,13900
167,14021,14022,,CA-00221,ESCONDIDO,92029,SAN DIEGO,CA,9470,0,9470,9500,0,9500,0
168,14021,14022,,CA-00221,SAN MARCOS,92078,SAN DIEGO,CA,51474,51474,0,0,0,0,0
169,14032,14033,,MI-00045,NEWAYGO,49337,NEWAYGO,MI,104860,63045,41815,0,0,0,0
170,14034,14035,,NY-00146,HONEOYE,14471,ONTARIO,NY,130624,127785,2839,130700,127800,2900,0
171,14045,14046,,IA-00058,CANTON,57013,LINCOLN,SD,22975,22975,0,14000,14000,0,0
172,14045,14046,,IA-00058,ROCK RAPIDS,51246,LYON,IA,453694,444805,8889,8900,0,8900,0
173,14045,14046,,IA-00058,ROCK VALLEY,51247,SIOUX,IA,161348,130635,30713,107000,70500,28400,8100
174,14049,14050,,WI-00049,BARNEVELD,53507,IOWA,WI,8,8,0,0,0,0,0
175,14049,14050,,WI-00049,PLATTEVILLE,53818,GRANT,WI,163253,145834,17419,304000,145900,7600,5700
176,14056,14057,,SD-00064,CANTON,57013,LINCOLN,SD,18078,18078,0,18200,18200,0,0
177,14056,14057,,SD-00064,ROCK VALLEY,51247,SIOUX,IA,395314,312724,82590,395400,312800,82600,0
178,14056,14057,,SD-00064,WESSINGTON SPRINGS,57382,JERAULD,SD,1497691,1285610,212081,684100,490400,172200,21500
179,14066,14067,,IA-00060,CEDAR RAPIDS,52402,LINN,IA,109883,93141,16742,96700,79900,16800,0
180,14066,14067,,IA-00060,CEDAR RAPIDS,52405,LINN,IA,60324,53924,6400,64000,54000,6400,3600
181,14066,14067,,IA-00060,FAIRFAX,52228,LINN,IA,140790,105735,35055,14000,0,14000,0
182,14074,14075,,MD-00027,CLEAR SPRING,21722,WASHINGTON,MD,133681,66957,66724,0,0,0,0
183,14080,14081,,NE-00061,PILGER,68768,STANTON,NE,9814847,7864991,1949856,0,0,0,0
184,14082,14083,,MA-00061,REVERE,2151,SUFFOLK,MA,415904,301067,114837,8800,8800,0,0
185,14100,14101,,WA-00048,SPOKANE,99205,SPOKANE,WA,72910,72910,0,0,0,0,0
186,14103,14104,,NY-00150,BAY SHORE,11706,SUFFOLK,NY,232154,155879,76275,160600,111100,49500,0
187,14103,14104,,NY-00150,BOHEMIA,11716,SUFFOLK,NY,192963,185293,7670,0,0,0,0
188,14103,14104,,NY-00150,CENTEREACH,11720,SUFFOLK,NY,233441,61503,171938,61400,53200,1000,7200
189,14103,14104,,NY-00150,LINDENHURST,11757,SUFFOLK,NY,49046,30392,18654,0,0,0,0
190,14103,14104,,NY-00150,RONKONKOMA,11779,SUFFOLK,NY,3528052,752596,2775456,907700,89500,818200,0
191,14103,14104,,NY-00150,WEST ISLIP,11795,SUFFOLK,NY,91076,91076,0,91100,91100,0,0
192,14109,14110,,AZ-00038,CAREFREE,85377,MARICOPA,AZ,71064,71064,0,71100,71100,0,0
193,14109,14110,,AZ-00038,CHANDLER,85226,MARICOPA,AZ,81340,6380,74960,214700,6400,75000,133300
194,14109,14110,,AZ-00038,ORO VALLEY,85737,PIMA,AZ,5050,5050,0,7300,5100,0,2200
195,14109,14110,,AZ-00038,PHOENIX,85016,MARICOPA,AZ,30441,30441,0,0,0,0,0
196,14109,14110,,AZ-00038,PHOENIX,85041,MARICOPA,AZ,72089,72089,0,72100,72100,0,0
197,14124,14125,,MS-00074,BARTLETT,38134,SHELBY,TN,9764,0,9764,9800,0,9800,0
198,14124,14125,,MS-00074,HORN LAKE,38637,DESOTO,MS,1663297,309703,1353594,0,0,0,0
199,14124,14125,,MS-00074,MEMPHIS,38128,SHELBY,TN,17794,15294,2500,0,0,0,0
200,14124,14125,,MS-00074,MEMPHIS,38134,SHELBY,TN,2778,2778,0,2800,2800,0,0
201,14124,14125,,MS-00074,ROBINSONVILLE,38664,TUNICA,MS,384857,382607,2250,0,0,0,0
202,14124,14125,,MS-00074,SOUTHAVEN,38671,DESOTO,MS,3120,3120,0,0,0,0,0
203,14124,14125,,MS-00074,SOUTHAVEN,38672,DESOTO,MS,3500,0,3500,0,0,0,0
204,14132,14133,4195,MI-00046,ALLEN PARK,48101,WAYNE,MI,16615,10542,6073,0,0,0,0
205,14132,14133,4195,MI-00046,BERKLEY,48072,OAKLAND,MI,169442,141502,27940,119000,103400,7500,8100
206,14132,14133,4195,MI-00046,BLOOMFIELD HILLS,48301,OAKLAND,MI,25035,25035,0,0,0,0,0
207,14132,14133,4195,MI-00046,CANTON,48188,WAYNE,MI,5220,0,5220,0,0,0,0
208,14132,14133,4195,MI-00046,CENTER LINE,48015,MACOMB,MI,128733,84631,44102,0,0,0,0
209,14132,14133,4195,MI-00046,CHESTERFIELD,48047,MACOMB,MI,8298,4348,3950,0,0,0,0
210,14132,14133,4195,MI-00046,CLAWSON,48017,OAKLAND,MI,211036,148536,62500,61500,60300,1200,0
211,14132,14133,4195,MI-00046,CLINTON TOWNSHIP,48036,MACOMB,MI,95774,23532,72242,0,0,0,0
212,14132,14133,4195,MI-00046,DEARBORN,48124,WAYNE,MI,276569,262171,14398,222700,208600,12500,1600
213,14132,14133,4195,MI-00046,DEARBORN,48126,WAYNE,MI,2170236,1651652,518584,727100,347100,283900,96100
214,14132,14133,4195,MI-00046,DEARBORN HEIGHTS,48125,WAYNE,MI,16152,13552,2600,0,0,0,0
215,14132,14133,4195,MI-00046,DEARBORN HEIGHTS,48127,WAYNE,MI,167740,144805,22935,83400,76200,2600,4600
216,14132,14133,4195,MI-00046,DETROIT,48201,WAYNE,MI,191441,130533,60908,0,0,0,0
217,14132,14133,4195,MI-00046,DETROIT,48202,WAYNE,MI,572524,453267,119257,57500,52100,5400,0
218,14132,14133,4195,MI-00046,DETROIT,48203,WAYNE,MI,809636,681846,127790,142900,115100,27800,0
219,14132,14133,4195,MI-00046,DETROIT,48204,WAYNE,MI,1697023,1376754,320269,534500,480300,54200,0
220,14132,14133,4195,MI-00046,DETROIT,48205,WAYNE,MI,561587,535040,26547,345500,339100,5500,900
221,14132,14133,4195,MI-00046,DETROIT,48206,WAYNE,MI,512006,491201,20805,102500,92900,8000,1600
222,14132,14133,4195,MI-00046,DETROIT,48207,WAYNE,MI,93111,87458,5653,9600,9600,0,0
223,14132,14133,4195,MI-00046,DETROIT,48209,WAYNE,MI,179529,145127,34402,133100,104400,28700,0
224,14132,14133,4195,MI-00046,DETROIT,48210,WAYNE,MI,450068,405722,44346,152800,125400,25300,2100
225,14132,14133,4195,MI-00046,DETROIT,48211,WAYNE,MI,58005,49851,8154,0,0,0,0
226,14132,14133,4195,MI-00046,DETROIT,48212,WAYNE,MI,340697,304012,36685,210500,191900,18600,0
227,14132,14133,4195,MI-00046,DETROIT,48213,WAYNE,MI,772881,667608,105273,181800,132400,26900,22500
228,14132,14133,4195,MI-00046,DETROIT,48214,WAYNE,MI,626225,544503,81722,19100,14300,4800,0
229,14132,14133,4195,MI-00046,DETROIT,48215,WAYNE,MI,1057190,919635,137555,495500,434800,60700,0
230,14132,14133,4195,MI-00046,DETROIT,48217,WAYNE,MI,39849,37862,1987,2000,2000,0,0
231,14132,14133,4195,MI-00046,DETROIT,48219,WAYNE,MI,499445,429767,69678,158200,145600,12600,0
232,14132,14133,4195,MI-00046,DETROIT,48221,WAYNE,MI,573422,502087,71335,155200,149500,5700,0
233,14132,14133,4195,MI-00046,DETROIT,48223,WAYNE,MI,400242,347784,52458,153100,127400,23200,2500
234,14132,14133,4195,MI-00046,DETROIT,48224,WAYNE,MI,611785,379553,232232,58900,55900,600,2400
235,14132,14133,4195,MI-00046,DETROIT,48225,WAYNE,MI,32052,21202,10850,0,0,0,0
236,14132,14133,4195,MI-00046,DETROIT,48226,WAYNE,MI,16853,16853,0,0,0,0,0
237,14132,14133,4195,MI-00046,DETROIT,48227,WAYNE,MI,2161230,1981664,179566,895600,820500,73900,1200
238,14132,14133,4195,MI-00046,DETROIT,48228,WAYNE,MI,923374,834538,88836,335900,312700,17700,5500
239,14132,14133,4195,MI-00046,DETROIT,48231,WAYNE,MI,29883,29883,0,0,0,0,0
240,14132,14133,4195,MI-00046,DETROIT,48232,WAYNE,MI,2554,2554,0,0,0,0,0
241,14132,14133,4195,MI-00046,DETROIT,48234,WAYNE,MI,1311845,1205949,105896,631400,572800,57800,800
242,14132,14133,4195,MI-00046,DETROIT,48235,WAYNE,MI,1387824,1259274,128550,585500,555500,18300,11700
243,14132,14133,4195,MI-00046,DETROIT,48236,WAYNE,MI,37158,32908,4250,20700,18500,2200,0
244,14132,14133,4195,MI-00046,DETROIT,48238,WAYNE,MI,899073,806475,92598,410900,359100,47800,4000
245,14132,14133,4195,MI-00046,EASTPOINTE,48021,MACOMB,MI,60139,12584,47555,20100,0,20100,0
