_id,SBA Physical Declaration Number,SBA EIDL Declaration,FEMA Disaster,SBA Disaster,Damaged Property City,Damaged Property Zip,Damaged Property State,Total Verified,Verified Loss Real Estate,Verified Loss Content,Total Approved,Approved Amount Real,Approved Amount Content,Approved Amount EIDL
944,14744,14745,4272,TX-00472,JONES CREEK,77541,TX,13069,5069,8000,0,0,0,0
945,14744,14745,4272,TX-00472,KINGSVILLE,78363,TX,91707,67108,24599,24800,24800,0,0
946,14744,14745,4272,TX-00472,Kingsville,78363,TX,9514,9514,0,0,0,0,0
947,14744,14745,4272,TX-00472,KINGWOOD,77339,TX,50828,40682,10146,46900,36700,10200,0
948,14744,14745,4272,TX-00472,KINGWOOD,77345,TX,0,0,0,49600,0,0,49600
949,14744,14745,4272,TX-00472,LEXINGTON,78947,TX,67455,1000,66455,0,0,0,0
950,14744,14745,4272,TX-00472,MAGNOLIA,77354,TX,24880,15500,9380,0,0,0,0
951,14744,14745,4272,TX-00472,MAGNOLIA,77355,TX,272270,182439,89831,70800,51200,11800,7800
952,14744,14745,4272,TX-00472,Magnolia,77355,TX,62924,51135,11789,70800,51200,11800,7800
953,14744,14745,4272,TX-00472,MISSION,78572,TX,56833,48983,7850,0,0,0,0
954,14744,14745,4272,TX-00472,MONTGOMERY,77316,TX,126685,93399,33286,112200,78900,33300,0
955,14744,14745,4272,TX-00472,MONTGOMERY,77356,TX,630611,630611,0,498400,498400,0,0
956,14744,14745,4272,TX-00472,Montgomery,77356,TX,396633,396633,0,0,0,0,0
957,14744,14745,4272,TX-00472,NAVASOTA,77868,TX,123189,114691,8498,23400,19200,2000,2200
958,14744,14745,4272,TX-00472,Navasota,77868,TX,97077,95577,1500,0,0,0,0
959,14744,14745,4272,TX-00472,PAIGE,78659,TX,17050,17050,0,0,0,0,0
960,14744,14745,4272,TX-00472,PINEHURST,77362,TX,337524,332574,4950,0,0,0,0
961,14744,14745,4272,TX-00472,PLANTERSVILLE,77363,TX,4599,0,4599,0,0,0,0
962,14744,14745,4272,TX-00472,PORTER,77365,TX,750456,551428,199028,0,0,0,0
963,14744,14745,4272,TX-00472,PRAIRIE VIEW,77445,TX,32293,29293,3000,0,0,0,0
964,14744,14745,4272,TX-00472,RICHMOND,77406,TX,762574,746889,15685,525900,517200,8700,0
965,14744,14745,4272,TX-00472,RICHMOND,77469,TX,107356,51671,55685,120200,51700,55700,12800
966,14744,14745,4272,TX-00472,ROSENBERG,77471,TX,1221955,949769,272186,169200,128800,14300,26100
967,14744,14745,4272,TX-00472,SAN JUAN,78589,TX,1000,0,1000,0,0,0,0
968,14744,14745,4272,TX-00472,SEALY,77474,TX,833947,795111,38836,1035400,764700,38900,231800
969,14744,14745,4272,TX-00472,SIMONTON,77476,TX,423560,321048,102512,175500,151100,20000,4400
970,14744,14745,4272,TX-00472,SMITHVILLE,78957,TX,45771,10046,35725,53500,10000,25700,17800
971,14744,14745,4272,TX-00472,SOMERVILLE,77879,TX,645601,571706,73895,47100,19300,2800,25000
972,14744,14745,4272,TX-00472,Somerville,77879,TX,8469,7744,725,0,0,0,0
973,14744,14745,4272,TX-00472,SPLENDORA,77372,TX,11500,0,11500,0,0,0,0
974,14744,14745,4272,TX-00472,SPLENDORA,77372,TX,3725,0,3725,0,0,0,0
975,14744,14745,4272,TX-00472,SPRING,77379,TX,3063,3063,0,6000,3100,0,2900
976,14744,14745,4272,TX-00472,SPRING,77380,TX,29290,27040,2250,29300,27100,2200,0
977,14744,14745,4272,TX-00472,SPRING,77386,TX,87963,8735,79228,173900,0,79300,94600
978,14744,14745,4272,TX-00472,STRAWN,76475,TX,2710,2710,0,0,0,0,0
979,14744,14745,4272,TX-00472,TOMBALL,77377,TX,31106,12958,18148,0,0,0,0
980,14744,14745,4272,TX-00472,WALLER,77484,TX,0,0,0,192800,0,0,192800
981,14744,14745,4272,TX-00472,WALLIS,77485,TX,150815,98233,52582,185500,10600,52600,122300
982,14744,14745,4272,TX-00472,WASHINGTON,77880,TX,660528,579316,81212,0,0,0,0
983,14744,14745,4272,TX-00472,Washington,77880,TX,586392,551432,34960,0,0,0,0
984,14744,14745,4272,TX-00472,WILLIS,77318,TX,21210,12095,9115,0,0,0,0
985,14744,14745,4272,TX-00472,WOODVILLE,75979,TX,106,106,0,0,0,0,0
986,14746,14747,TX-00471,ARANSAS PASS,78335,SAN PATRICIO,27290.0,27290,0,26500,25000,0,1500,
987,14746,14747,TX-00471,ARANSAS PASS,78336,SAN PATRICIO,103807.0,80662,23145,0,0,0,0,
988,14746,14747,TX-00471,CORPUS CHRISTI,78412,NUECES,25158.0,24083,1075,25000,24100,900,0,
989,14746,14747,TX-00471,INGLESIDE,78362,SAN PATRICIO,131069.0,112429,18640,131100,112400,18700,0,
990,14746,14747,TX-00471,ROCKPORT,78382,ARANSAS,30863.0,30863,0,28200,14600,0,13600,
991,14749,14750,4273,WV-00043,ALDERSON,24910,WV,403756,263033,140723,234600,186300,16400,31900
992,14749,14750,4273,WV-00043,ALUM CREEK,25003,WV,41692,0,41692,0,0,0,0
993,14749,14750,4273,WV-00043,AMMA,25005,WV,243837,242887,950,244600,243000,900,700
994,14749,14750,4273,WV-00043,BELVA,26656,WV,153804,134324,19480,172400,134400,19500,18500
995,14749,14750,4273,WV-00043,BIRCH RIVER,26610,WV,108969,0,108969,58400,0,33400,25000
996,14749,14750,4273,WV-00043,BROOKS,25951,WV,261750,247225,14525,0,0,0,0
997,14749,14750,4273,WV-00043,CALDWELL,24925,WV,894088,733134,160954,161100,129600,17200,14300
998,14749,14750,4273,WV-00043,Caldwell,24925,WV,680462,414990,265472,0,0,0,0
999,14749,14750,4273,WV-00043,CAMDEN ON GAULEY,26208,WV,71333,49833,21500,0,0,0,0
1000,14749,14750,4273,WV-00043,CANVAS,26662,WV,20000,0,20000,0,0,0,0
1001,14749,14750,4273,WV-00043,CHARLESTON,25302,WV,41596,32001,9595,41600,32100,9500,0
1002,14749,14750,4273,WV-00043,CHARLESTON,25314,WV,213852,213852,0,0,0,0,0
1003,14749,14750,4273,WV-00043,Charleston,25302,WV,41596,32001,9595,41600,32100,9500,0
1004,14749,14750,4273,WV-00043,Charleston,25314,WV,641556,641556,0,0,0,0,0
1005,14749,14750,4273,WV-00043,CHARMCO,25958,WV,728832,568094,160738,227400,162400,40900,24100
1006,14749,14750,4273,WV-00043,CLAY,25043,WV,192443,19021,173422,192500,19000,173500,0
1007,14749,14750,4273,WV-00043,CLENDENIN,25045,WV,1752503,1285673,466830,477800,339700,107700,30400
1008,14749,14750,4273,WV-00043,CLENDENIN,25045,WV,41712,41712,0,0,0,0,0
1009,14749,14750,4273,WV-00043,COWEN,26206,WV,227292,227292,0,227300,227300,0,0
1010,14749,14750,4273,WV-00043,CRAIGSVILLE,26205,WV,629454,99799,529655,200000,0,200000,0
1011,14749,14750,4273,WV-00043,ELKVIEW,25071,WV,1394382,997334,397048,607800,169700,271000,167100
1012,14749,14750,4273,WV-00043,Elkview,25071,WV,1456134,1444134,12000,0,0,0,0
1013,14749,14750,4273,WV-00043,ERBACON,26203,WV,352636,190139,162497,300000,0,101500,198500
1014,14749,14750,4273,WV-00043,FAYETTEVILLE,25840,WV,0,0,0,14800,0,0,14800
1015,14749,14750,4273,WV-00043,FRANKFORD,24938,WV,0,0,0,7500,0,0,7500
1016,14749,14750,4273,WV-00043,GAULEY BRIDGE,25085,WV,64160,61560,2600,0,0,0,0
1017,14749,14750,4273,WV-00043,IVYDALE,25113,WV,85298,34901,50397,85300,34900,50400,0
1018,14749,14750,4273,WV-00043,LEWISBURG,24901,WV,530100,198845,331255,108800,22900,21700,64200
1019,14749,14750,4273,WV-00043,MARMET,25315,WV,213852,213852,0,0,0,0,0
1020,14749,14750,4273,WV-00043,NALLEN,26680,WV,437946,158475,279471,0,0,0,0
1021,14749,14750,4273,WV-00043,NEWTON,25266,WV,2750,0,2750,0,0,0,0
1022,14749,14750,4273,WV-00043,PIGEON,25164,WV,28305,0,28305,36800,0,20800,16000
1023,14749,14750,4273,WV-00043,PROCIOUS,25164,WV,3415,0,3415,0,0,0,0
1024,14749,14750,4273,WV-00043,RAINELLE,25962,WV,5884070,4181787,1702283,1168100,715500,184900,267700
1025,14749,14750,4273,WV-00043,Rainelle,25962,WV,598830,498585,100245,253600,203600,25000,25000
1026,14749,14750,4273,WV-00043,RICHWOOD,26261,WV,4117492,2308273,1809219,1447300,492800,556600,397900
1027,14749,14750,4273,WV-00043,RICHWOOD,76261,WV,13608,13608,0,0,0,0,0
1028,14749,14750,4273,WV-00043,RONCEVERTE,24970,WV,38733,25958,12775,50000,12200,12800,25000
1029,14749,14750,4273,WV-00043,RUPERT,25984,WV,369192,327136,42056,215600,207600,0,8000
1030,14749,14750,4273,WV-00043,SANDSTONE,25985,WV,17791,17791,0,17800,17800,0,0
1031,14749,14750,4273,WV-00043,SUMMERSVILLE,26651,WV,365922,144283,221639,195300,63700,96000,35600
1032,14749,14750,4273,WV-00043,WALLBACK,25285,WV,364040,361340,2700,0,0,0,0
1033,14749,14750,4273,WV-00043,Wallback,25285,WV,1820200,1806700,13500,0,0,0,0
1034,14749,14750,4273,WV-00043,WALTON,25286,WV,2661528,1254528,1407000,0,0,0,0
1035,14749,14750,4273,WV-00043,WEBSTER SPRINGS,26288,WV,936226,874315,61911,659500,634500,7500,17500
1036,14749,14750,4273,WV-00043,Webster Springs,26288,WV,539476,384912,154564,0,0,0,0
1037,14749,14750,4273,WV-00043,WHITE SULPHUR SPRINGS,24986,WV,1902373,1596798,305575,1660100,749800,205500,611300
1038,14749,14750,4273,WV-00043,White Sulphur Springs,24986,WV,664110,623110,41000,0,0,0,0
1039,14752,14753,CA-00248,LAKE ISABELLA,93240,KERN,738119.0,560540,177579,211300,137600,7700,66000,
1040,14752,14753,CA-00248,MOUNTAIN MESA,93240,KERN,0.0,0,0,9000,0,0,9000,
1041,14763,14764,OK-00104,LAWTON,73505,COMANCHE,49980.0,49980,0,0,0,0,0,
1042,14763,14764,OK-00104,LAWTON,73507,COMANCHE,170851.0,167141,3710,0,0,0,0,
1043,14768,14769,PA-00070,UNIONTOWN,15401,FAYETTE,1758700.0,1235603,523097,1491100,1231200,259900,0,
1044,14777,14778,KS-00096,EUREKA,67045,GREENWOOD,417550.0,396700,20850,33000,33000,0,0,
1045,14779,14780,VA-00064,ALDERSON,24910,GREENBRIER,62775.0,27215,35560,0,0,0,0,
1046,14779,14780,VA-00064,CALDWELL,24925,GREENBRIER,52225.0,52225,0,0,0,0,0,
1047,14779,14780,VA-00064,COVINGTON,24426,ALLEGHANY,1601684.0,847003,754681,230000,227200,0,2800,
1048,14779,14780,VA-00064,FRANKFORD,24938,GREENBRIER,26344.0,26344,0,0,0,0,0,
1049,14779,14780,VA-00064,Frankford,24938,GREENBRIER,131720.0,131720,0,0,0,0,0,
1050,14779,14780,VA-00064,FRIARS HILL,24938,GREENBRIER,65713.0,61513,4200,67400,61600,4200,1600,
1051,14779,14780,VA-00064,RAINELLE,25962,GREENBRIER,1495631.0,1249520,246111,172100,92100,78400,1600,
1052,14779,14780,VA-00064,Rainelle,25962,GREENBRIER,324136.0,318565,5571,0,0,0,0,
1053,14779,14780,VA-00064,RONCEVERTE,24970,GREENBRIER,113703.0,30432,83271,104700,30500,74200,0,
1054,14779,14780,VA-00064,RUPERT,25984,GREENBRIER,44876.0,17950,26926,7200,7200,0,0,
1055,14779,14780,VA-00064,WHITE SULPHUR SPRINGS,24986,GREENBRIER,1398203.0,1134343,263860,443500,40900,2600,400000,
1056,14784,14785,NC-00075,DURHAM,27707,DURHAM,11524.0,11524,0,11600,11600,0,0,
1057,14793,14794,TN-00091,BIG ROCK,37023,STEWART,317415.0,290608,26807,355000,290700,26800,37500,
1058,14793,14794,TN-00091,Big Rock,37023,STEWART,65127.0,38320,26807,102700,38400,26800,37500,
1059,14793,14794,TN-00091,BUMPUS MILLS,37028,STEWART,113039.0,101494,11545,0,0,0,0,
1060,14793,14794,TN-00091,DOVER,37058,STEWART,168192.0,168192,0,168200,168200,0,0,
1061,14797,14798,CA-00250,SAN FRANCISCO,94110,SAN FRANCISCO,2708024.0,1423804,1284220,0,0,0,0,
1062,14799,14800,MD-00033,ELLICOTT CITY,21043,HOWARD,1384802.0,718151,666651,1573500,682800,317900,572800,
1063,14799,14800,MD-00033,Ellicott City,21043,HOWARD,456024.0,456024,0,534500,456100,0,78400,
1064,14811,14812,4277,LA-00065,ABBEVILLE,70510,LA,654394,514145,140249,409500,292100,77500,39900
1065,14811,14812,4277,LA-00065,Abbeville,70510,LA,48735,14203,34532,0,0,0,0
1066,14811,14812,4277,LA-00065,ALBANY,70711,LA,2445146,1869045,576101,923300,584900,193200,145200
1067,14811,14812,4277,LA-00065,Albany,70711,LA,468070,441970,26100,0,0,0,0
1068,14811,14812,4277,LA-00065,AMITE,70422,LA,304473,236962,67511,149600,136000,7900,5700
1069,14811,14812,4277,LA-00065,AMITE,70422,LA,4516745,3989954,526791,625500,445800,109500,70200
1070,14811,14812,4277,LA-00065,Amite,70422,LA,2325315,2288943,36372,171400,163800,7600,0
1071,14811,14812,4277,LA-00065,AMITE CITY,70465,LA,80904,80904,0,0,0,0,0
1072,14811,14812,4277,LA-00065,ARNAUDVILLE,70512,LA,15362,14062,1300,0,0,0,0
1073,14811,14812,4277,LA-00065,BAKER,70714,LA,28267464,24133278,4134186,15933400,14080000,1133100,720300
1074,14811,14812,4277,LA-00065,BaKER,70714,LA,897379,866239,31140,897400,866300,31100,0
1075,14811,14812,4277,LA-00065,Baker,70714,LA,19118057,18158597,959460,637400,572400,38500,26500
1076,14811,14812,4277,LA-00065,BATON ROUGE,70801,LA,91449,88499,2950,0,0,0,0
1077,14811,14812,4277,LA-00065,BATON ROUGE,70802,LA,4937926,4593471,344455,2422600,1958100,184400,280100
1078,14811,14812,4277,LA-00065,BATON ROUGE,70805,LA,34038664,29604454,4434210,14342100,11715800,1805200,821100
1079,14811,14812,4277,LA-00065,BATON ROUGE,70806,LA,6555924,6068069,487855,2195800,1210200,104300,881300
1080,14811,14812,4277,LA-00065,BATON ROUGE,70807,LA,1155266,1140736,14530,852100,778500,9700,63900
1081,14811,14812,4277,LA-00065,BATON ROUGE,70808,LA,60075,37690,22385,193000,15900,15800,161300
1082,14811,14812,4277,LA-00065,BATON ROUGE,70809,LA,1162188,597554,564634,1739800,26700,66200,1646900
1083,14811,14812,4277,LA-00065,BATON ROUGE,70810,LA,12575645,11720281,855364,6873100,5866800,12400,993900
1084,14811,14812,4277,LA-00065,BATON ROUGE,70811,LA,14380042,13075189,1304853,5820100,5298800,232500,241200
1085,14811,14812,4277,LA-00065,BATON ROUGE,70812,LA,22636316,21392090,1244226,8186400,7443300,412600,330500
1086,14811,14812,4277,LA-00065,BATON ROUGE,70813,LA,84586,84586,0,42100,42100,0,0
1087,14811,14812,4277,LA-00065,BATON ROUGE,70814,LA,39518020,25883990,13634030,14930000,8128100,4892800,1909100
1088,14811,14812,4277,LA-00065,BATON ROUGE,70815,LA,30916700,27648492,3268208,11563900,9012500,1441000,1110400
1089,14811,14812,4277,LA-00065,BATON ROUGE,70816,LA,48618479,42544054,6074425,21855800,16387300,2523700,2944800
1090,14811,14812,4277,LA-00065,BATON ROUGE,70817,LA,6868050,5634509,1233541,4761100,3290700,540500,929900
1091,14811,14812,4277,LA-00065,BATON ROUGE,70818,LA,214705545,206809234,7896311,12246600,10997300,1002100,247200
1092,14811,14812,4277,LA-00065,BATON ROUGE,70819,LA,36537327,31340095,5197232,12457700,10590700,1161700,705300
1093,14811,14812,4277,LA-00065,BATON ROUGE,70820,LA,1020462,906889,113573,200000,0,0,200000
1094,14811,14812,4277,LA-00065,BATON ROUGE,70835,LA,280505,196315,84190,288400,196400,84200,7800
1095,14811,14812,4277,LA-00065,BATON ROUGE,70836,LA,0,0,0,40200,0,0,40200
1096,14811,14812,4277,LA-00065,BATON ROUGE,70874,LA,33035,0,33035,33100,0,33100,0
1097,14811,14812,4277,LA-00065,BATON ROUGE,70896,LA,16054,0,16054,0,0,0,0
1098,14811,14812,4277,LA-00065,BATON Rouge,70812,LA,897379,866239,31140,897400,866300,31100,0
1099,14811,14812,4277,LA-00065,BATON Rouge,70819,LA,897379,866239,31140,897400,866300,31100,0
1100,14811,14812,4277,LA-00065,Baton Rouge,70802,LA,1432581,1378746,53835,114100,112300,900,900
1101,14811,14812,4277,LA-00065,Baton Rouge,70805,LA,29254231,25640795,3613436,20956500,19036800,1879700,40000
1102,14811,14812,4277,LA-00065,Baton Rouge,70806,LA,78163811,73738711,4425100,0,0,0,0
1103,14811,14812,4277,LA-00065,Baton Rouge,70807,LA,86451,81631,4820,81400,71400,4800,5200
1104,14811,14812,4277,LA-00065,Baton Rouge,70808,LA,25600,0,25600,50000,0,25000,25000
1105,14811,14812,4277,LA-00065,Baton Rouge,70809,LA,2702658,1540369,1162289,16900,16100,800,0
1106,14811,14812,4277,LA-00065,Baton Rouge,70810,LA,43822102,40860710,2961392,0,0,0,0
1107,14811,14812,4277,LA-00065,Baton Rouge,70811,LA,1251768,1223068,28700,230100,218800,7300,4000
1108,14811,14812,4277,LA-00065,Baton Rouge,70812,LA,282215950,266014131,16201819,1743900,1614800,129100,0
1109,14811,14812,4277,LA-00065,Baton Rouge,70814,LA,67905476,53862035,14043441,7925000,3555000,4176700,193300
1110,14811,14812,4277,LA-00065,Baton Rouge,70815,LA,39164875,35869721,3295154,2280100,2144900,126000,9200
1111,14811,14812,4277,LA-00065,Baton Rouge,70816,LA,46113585,35527770,10585815,8106300,7016700,655500,434100
1112,14811,14812,4277,LA-00065,Baton Rouge,70817,LA,2720233,2434884,285349,174400,157400,8800,8200
1113,14811,14812,4277,LA-00065,Baton Rouge,70818,LA,1725273,1359452,365821,1654900,1277100,356200,21600
1114,14811,14812,4277,LA-00065,Baton Rouge,70819,LA,5692238,1957074,3735164,156500,147700,2200,6600
1115,14811,14812,4277,LA-00065,Baton Rouge,70820,LA,906031,814831,91200,0,0,0,0
1116,14811,14812,4277,LA-00065,Baton Rouge,70835,LA,621045,380835,240210,621300,381000,240300,0
1117,14811,14812,4277,LA-00065,BATON ROUGE,70805,LA,106883,104683,2200,0,0,0,0
1118,14811,14812,4277,LA-00065,BATON ROUGE,70812,LA,36521,35971,550,38000,36000,600,1400
1119,14811,14812,4277,LA-00065,BATON ROUGE,70814,LA,166635,166635,0,0,0,0,0
1120,14811,14812,4277,LA-00065,BATON ROUGE,70808,LA,45348,9068,36280,70400,9100,36300,25000
1121,14811,14812,4277,LA-00065,BATON ROUGE,70814,LA,742481,678779,63702,0,0,0,0
1122,14811,14812,4277,LA-00065,BATON ROUGE,70817,LA,43527,0,43527,0,0,0,0
1123,14811,14812,4277,LA-00065,BATON ROUGE,70819,LA,509306,354706,154600,235600,0,154600,81000
1124,14811,14812,4277,LA-00065,BATON ROUGE,70801,LA,0,0,0,440100,0,0,440100
1125,14811,14812,4277,LA-00065,BREAUX BRIDGE,70517,LA,259599,118061,141538,0,0,0,0
1126,14811,14812,4277,LA-00065,BREAUX BRIDGE,70517,LA,458846,335847,122999,305000,202600,81400,21000
1127,14811,14812,4277,LA-00065,BRITTANY,70718,LA,757185,509863,247322,572200,227600,247500,97100
1128,14811,14812,4277,LA-00065,BROUSSARD,70518,LA,184304,155054,29250,109100,39000,26800,43300
1129,14811,14812,4277,LA-00065,BROUSSARD,70518,LA,267127,161583,105544,415400,161600,75800,178000
1130,14811,14812,4277,LA-00065,CARENCRO,70520,LA,72543,70043,2500,14200,14200,0,0
1131,14811,14812,4277,LA-00065,Carencro,70520,LA,89934,89934,0,0,0,0,0
1132,14811,14812,4277,LA-00065,CENTRAL,70837,LA,2450,0,2450,0,0,0,0
1133,14811,14812,4277,LA-00065,CHATAIGNIER,70524,LA,11215,11215,0,11300,11300,0,0
1134,14811,14812,4277,LA-00065,CHURCH POINT,70525,LA,50960,50960,0,25000,0,0,25000
1135,14811,14812,4277,LA-00065,Church Point,70525,LA,34575,34575,0,0,0,0,0
1136,14811,14812,4277,LA-00065,CHURCH POINT,70525,LA,14565,14565,0,22300,14600,0,7700
1137,14811,14812,4277,LA-00065,CLINTON,70722,LA,714606,244227,470379,3000,0,0,3000
1138,14811,14812,4277,LA-00065,CROWLEY,70526,LA,3620487,3187859,432628,439400,259200,27300,152900
1139,14811,14812,4277,LA-00065,Crowley,70526,LA,932264,660167,272097,288900,85100,15500,188300
1140,14811,14812,4277,LA-00065,DARROW,70725,LA,266495,260065,6430,0,0,0,0
1141,14811,14812,4277,LA-00065,DELCAMBRE,70528,LA,10000,0,10000,14500,0,10000,4500
1142,14811,14812,4277,LA-00065,DENHAM SPGS,70706,LA,3051,451,2600,0,0,0,0
1143,14811,14812,4277,LA-00065,DENHAM SPGS,70726,LA,97088,50747,46341,0,0,0,0
1144,14811,14812,4277,LA-00065,DENHAM SPRING,70726,LA,87220,0,87220,0,0,0,0
1145,14811,14812,4277,LA-00065,DENHAM SPRINGS,70706,LA,21872,1012,20860,0,0,0,0
1146,14811,14812,4277,LA-00065,DENHAM SPRINGS,70726,LA,354899,293309,61590,0,0,0,0
1147,14811,14812,4277,LA-00065,DENHAM SPRINGS,70706,LA,20468552,17102902,3365650,5581500,2917200,1671100,993200
1148,14811,14812,4277,LA-00065,DENHAM SPRINGS,70726,LA,137091268,112026113,25065155,52709500,35749100,8830800,8089400
1149,14811,14812,4277,LA-00065,DENHAM SPRINGS,70727,LA,808757,740306,68451,334200,311700,10800,11700
1150,14811,14812,4277,LA-00065,Denham SpRINGS,70726,LA,1125,0,1125,0,0,0,0
1151,14811,14812,4277,LA-00065,Denham Springs,70706,LA,2565420,2367014,198406,0,0,0,0
1152,14811,14812,4277,LA-00065,Denham Springs,70726,LA,57195570,46275404,10920166,12361500,7760400,3542900,1058200
1153,14811,14812,4277,LA-00065,Denham Springs,70727,LA,799617,721561,78056,0,0,0,0
1154,14811,14812,4277,LA-00065,DENHAM SPRINGS,70706,LA,21720,0,21720,0,0,0,0
1155,14811,14812,4277,LA-00065,"DENHAM SPRINGS, LA.",70726,LA,45348,9068,36280,70400,9100,36300,25000
1156,14811,14812,4277,LA-00065,DONALDSONVILLE,70346,LA,182232,182232,0,0,0,0,0
1157,14811,14812,4277,LA-00065,DUSON,70529,LA,959328,902424,56904,390900,263200,40700,87000
1158,14811,14812,4277,LA-00065,Duson,70529,LA,275666,275666,0,48600,48600,0,0
1159,14811,14812,4277,LA-00065,ERATH,70533,LA,183175,177605,5570,151100,138400,700,12000
1160,14811,14812,4277,LA-00065,ESTHERWOOD,70534,LA,126260,114560,11700,123300,0,5000,118300
1161,14811,14812,4277,LA-00065,ETHEL,70730,LA,350585,301577,49008,167200,165400,1800,0
1162,14811,14812,4277,LA-00065,Ethel,70730,LA,177098,175298,1800,167200,165400,1800,0
1163,14811,14812,4277,LA-00065,EUNICE,70535,LA,133207,127107,6100,97300,52300,5600,39400
1164,14811,14812,4277,LA-00065,Eunice,70535,LA,1014270,958270,56000,973000,523000,56000,394000
1165,14811,14812,4277,LA-00065,EUNICE,70535,LA,501345,418735,82610,151900,100300,8800,42800
1166,14811,14812,4277,LA-00065,Eunice,70535,LA,304281,287481,16800,291900,156900,16800,118200
1167,14811,14812,4277,LA-00065,FRANKLINTON,70438,LA,8685,7885,800,34300,7900,800,25600
1168,14811,14812,4277,LA-00065,FRENCH SETTLEMENT,70733,LA,1622464,1469604,152860,198800,169400,25100,4300
1169,14811,14812,4277,LA-00065,GALVEZ,70769,LA,112095,112095,0,75200,73400,0,1800
1170,14811,14812,4277,LA-00065,GEISMAR,70734,LA,16900,0,16900,66900,0,16900,50000
1171,14811,14812,4277,LA-00065,GONZALES,70737,LA,6917992,5606742,1311250,2643500,1302800,207400,1133300
1172,14811,14812,4277,LA-00065,Gonzales,70737,LA,388641,367516,21125,455900,367600,21200,67100
1173,14811,14812,4277,LA-00065,GONZALES,70837,LA,233652,80954,152698,155900,80900,75000,0
1174,14811,14812,4277,LA-00065,GONZALES,70737,LA,0,0,0,24200,0,0,24200
1175,14811,14812,4277,LA-00065,GONZALEZ,70774,LA,278336,274536,3800,298100,274600,3800,19700
1176,14811,14812,4277,LA-00065,GRAND COTEAU,70541,LA,27251,27251,0,29300,27300,0,2000
1177,14811,14812,4277,LA-00065,GREENSBURG,70441,LA,220998,137523,83475,85300,35000,6500,43800
1178,14811,14812,4277,LA-00065,GREENWELL SPRINGS,70739,LA,25647869,15197346,10450523,3729800,2019400,1252800,397600
1179,14811,14812,4277,LA-00065,GREENWELL Springs,70739,LA,58936,56536,2400,28900,26500,2400,0
1180,14811,14812,4277,LA-00065,Greenwell Springs,70739,LA,80129012,60715111,19413901,7700600,7401800,298800,0
1181,14811,14812,4277,LA-00065,GREENWELL SPRINGS,70726,LA,1001165,977565,23600,0,0,0,0
1182,14811,14812,4277,LA-00065,GREENWELL SPRINGS,70739,LA,46876,10516,36360,0,0,0,0
1183,14811,14812,4277,LA-00065,GUEYDAN,70542,LA,76113,76113,0,0,0,0,0
1184,14811,14812,4277,LA-00065,HAMMOND,70401,LA,1073676,1018961,54715,338300,160800,41700,135800
1185,14811,14812,4277,LA-00065,HAMMOND,70403,LA,22602964,17461142,5141822,386600,225700,134400,26500
1186,14811,14812,4277,LA-00065,Hammond,70401,LA,13040083,12929033,111050,62100,56100,6000,0
1187,14811,14812,4277,LA-00065,Hammond,70403,LA,113942,105542,8400,0,0,0,0
1188,14811,14812,4277,LA-00065,HENDERSON,70517,LA,0,0,0,80000,0,0,80000
1189,14811,14812,4277,LA-00065,HOLDEN,70744,LA,3573813,3078350,495463,2701100,2249200,369500,82400
1190,14811,14812,4277,LA-00065,Holden,70744,LA,14882225,13612070,1270155,14917500,13222600,1269900,425000
1191,14811,14812,4277,LA-00065,INDEPENDENCE,70443,LA,2851597,2791408,60189,0,0,0,0
1192,14811,14812,4277,LA-00065,INDEPENDENCE,70443,LA,123045,64378,58667,108100,62400,45700,0
1193,14811,14812,4277,LA-00065,INDEPENDENCE,70443,LA,2732069,2410294,321775,296700,218600,76100,2000
1194,14811,14812,4277,LA-00065,IOTA,70543,LA,714690,712190,2500,0,0,0,0
1195,14811,14812,4277,LA-00065,JACKSON,70748,LA,74861,66261,8600,51300,51300,0,0
1196,14811,14812,4277,LA-00065,JARREAU,70749,LA,961153,923753,37400,175100,26100,23900,125100
1197,14811,14812,4277,LA-00065,JEANERETTE,70544,LA,77620,72370,5250,0,0,0,0
1198,14811,14812,4277,LA-00065,Jeanerette,70544,LA,77620,72370,5250,0,0,0,0
1199,14811,14812,4277,LA-00065,JENNINGS,70546,LA,4090112,4043542,46570,170100,71400,32800,65900
1200,14811,14812,4277,LA-00065,Jennings,70546,LA,2549920,2549920,0,0,0,0,0
1201,14811,14812,4277,LA-00065,KAPLAN,70548,LA,664060,627287,36773,290200,251800,26300,12100
1202,14811,14812,4277,LA-00065,KENTWOOD,70444,LA,398877,346667,52210,271000,142300,21400,107300
1203,14811,14812,4277,LA-00065,LA PLACE,70068,LA,0,0,0,25000,0,0,25000
1204,14811,14812,4277,LA-00065,LAFAYETTE,70501,LA,817077,537662,279415,235200,88200,54100,92900
1205,14811,14812,4277,LA-00065,LAFAYETTE,70503,LA,1142472,870185,272287,765000,159800,195000,410200
1206,14811,14812,4277,LA-00065,LAFAYETTE,70506,LA,1891392,1626667,264725,772100,386500,99100,286500
1207,14811,14812,4277,LA-00065,LAFAYETTE,70507,LA,164331,154636,9695,278600,37000,2900,238700
1208,14811,14812,4277,LA-00065,LAFAYETTE,70508,LA,3898535,3143972,754563,4212800,2978900,644900,589000
1209,14811,14812,4277,LA-00065,LAFAYETTE,70596,LA,114748,528,114220,144800,600,114200,30000
