_id,SBA Physical Declaration Number,SBA EIDL Declaration,FEMA Disaster,SBA Disaster,Damaged Property City,Damaged Property Zip,Damaged Property State,Total Verified,Verified Loss Real Estate,Verified Loss Content,Total Approved,Approved Amount Real,Approved Amount Content,Approved Amount EIDL
1210,14811,14812,4277,LA-00065,Lafayette,70501,LA,532020,480120,51900,350000,298000,52000,0
1211,14811,14812,4277,LA-00065,Lafayette,70503,LA,324699,295399,29300,187000,108900,24200,53900
1212,14811,14812,4277,LA-00065,Lafayette,70506,LA,180917,178217,2700,192700,168300,2700,21700
1213,14811,14812,4277,LA-00065,Lafayette,70507,LA,7159,7159,0,27600,7200,0,20400
1214,14811,14812,4277,LA-00065,Lafayette,70508,LA,663793,565143,98650,803200,565600,98700,138900
1215,14811,14812,4277,LA-00065,LAKE ARTHUR,70549,LA,33080,32280,800,0,0,0,0
1216,14811,14812,4277,LA-00065,LAKE CHARLES,70601,LA,0,0,0,25000,0,0,25000
1217,14811,14812,4277,LA-00065,LIVINGSTON,70754,LA,3080746,2387577,693169,593000,355100,120900,117000
1218,14811,14812,4277,LA-00065,LORANGER,70446,LA,241344,25026,216318,284900,25100,216300,43500
1219,14811,14812,4277,LA-00065,MARRERO,70072,LA,0,0,0,65300,0,0,65300
1220,14811,14812,4277,LA-00065,MAUREPAS,70449,LA,6906134,6576822,329312,326600,226500,96100,4000
1221,14811,14812,4277,LA-00065,Maurepas,70449,LA,1424470,1284549,139921,158300,94500,63800,0
1222,14811,14812,4277,LA-00065,MAURICE,70555,LA,689952,492793,197159,231000,161900,21100,48000
1223,14811,14812,4277,LA-00065,MAURICE,70555,LA,2763179,2282263,480916,206300,159600,40300,6400
1224,14811,14812,4277,LA-00065,Maurice,70555,LA,394970,230885,164085,0,0,0,0
1225,14811,14812,4277,LA-00065,MERMENTAU,70556,LA,142938,142438,500,0,0,0,0
1226,14811,14812,4277,LA-00065,Mermentau,70556,LA,428814,427314,1500,0,0,0,0
1227,14811,14812,4277,LA-00065,MOREAUVILLE,71355,LA,18671,18671,0,18700,18700,0,0
1228,14811,14812,4277,LA-00065,MORSE,70559,LA,27526,0,27526,0,0,0,0
1229,14811,14812,4277,LA-00065,NEW IBERIA,70560,LA,1072793,730944,341849,779200,147000,29400,602800
1230,14811,14812,4277,LA-00065,NEW IBERIA,70562,LA,0,0,0,133900,0,0,133900
1231,14811,14812,4277,LA-00065,NEW ROADS,70760,LA,530996,511496,19500,377700,159500,6000,212200
1232,14811,14812,4277,LA-00065,OPELOUSAS,70570,LA,507336,419221,88115,152600,52600,0,100000
1233,14811,14812,4277,LA-00065,OSCAR,70762,LA,159364,153432,5932,9900,0,0,9900
1234,14811,14812,4277,LA-00065,Oscar,70762,LA,20982,15250,5732,0,0,0,0
1235,14811,14812,4277,LA-00065,PEARL RIVER,70452,LA,43000,0,43000,0,0,0,0
1236,14811,14812,4277,LA-00065,PLAQUEMINE,70764,LA,73453,69953,3500,24500,24500,0,0
1237,14811,14812,4277,LA-00065,PONCHATOULA,70454,LA,48625104,30156045,18469059,3734200,3418800,161100,154300
1238,14811,14812,4277,LA-00065,PORT ALLEN,70767,LA,149261,145161,4100,78500,74200,700,3600
1239,14811,14812,4277,LA-00065,PORT VINCENT,70726,LA,1745534,1554067,191467,221900,107100,103800,11000
1240,14811,14812,4277,LA-00065,Port Vincent,70726,LA,1006356,944514,61842,66100,47000,19100,0
1241,14811,14812,4277,LA-00065,PRAIRIEVILLE,70769,LA,13887779,12835408,1052371,1463500,669700,276400,517400
1242,14811,14812,4277,LA-00065,Prairieville,70769,LA,4203224,3247822,955402,111200,109400,1800,0
1243,14811,14812,4277,LA-00065,PRAIRIEVILLE,70769,LA,15073,6873,8200,15100,6900,8200,0
1244,14811,14812,4277,LA-00065,PRIDE,70770,LA,363187,127697,235490,267500,46000,221500,0
1245,14811,14812,4277,LA-00065,RAYNE,70578,LA,720328,602409,117919,269100,135000,11400,122700
1246,14811,14812,4277,LA-00065,RAYNE,70578,LA,13005,0,13005,0,0,0,0
1247,14811,14812,4277,LA-00065,ROBERT,70455,LA,1790570,995863,794707,450600,32700,179300,238600
1248,14811,14812,4277,LA-00065,Robert,70455,LA,38703896,31098648,7605248,0,0,0,0
1249,14811,14812,4277,LA-00065,ROSELAND,70456,LA,188853,159968,28885,31800,31800,0,0
1250,14811,14812,4277,LA-00065,SAINT AMANT,70774,LA,15700694,12875483,2825211,6532300,3438800,2068000,1025500
1251,14811,14812,4277,LA-00065,Saint Amant,70774,LA,54085947,51818197,2267750,1440900,1315800,21300,103800
1252,14811,14812,4277,LA-00065,Saint Amant,70778,LA,112201,112201,0,96800,89800,0,7000
1253,14811,14812,4277,LA-00065,SAINT AMANT,70774,LA,40052,9900,30152,75000,9900,28200,36900
1254,14811,14812,4277,LA-00065,SAINT FRANCISVILLE,70775,LA,63636,61436,2200,0,0,0,0
1255,14811,14812,4277,LA-00065,SAINT GABRIEL,70776,LA,64856,61156,3700,51500,49500,2000,0
1256,14811,14812,4277,LA-00065,SAINT MARTINVILLE,70582,LA,462042,275039,187003,281800,162600,22100,97100
1257,14811,14812,4277,LA-00065,SCOTT,70583,LA,52186,14581,37605,41900,14600,2300,25000
1258,14811,14812,4277,LA-00065,SLAUGHTER,70777,LA,23000,0,23000,0,0,0,0
1259,14811,14812,4277,LA-00065,SLAUGHTER,70777,LA,457797,383397,74400,25000,0,0,25000
1260,14811,14812,4277,LA-00065,SORRENTO,70774,LA,112201,112201,0,96800,89800,0,7000
1261,14811,14812,4277,LA-00065,SORRENTO,70778,LA,1408539,1285544,122995,1020500,792800,86200,141500
1262,14811,14812,4277,LA-00065,Sorrento,70778,LA,224402,224402,0,193600,179600,0,14000
1263,14811,14812,4277,LA-00065,SPRINGFIELD,70462,LA,3324350,2536500,787850,1193700,848200,219000,126500
1264,14811,14812,4277,LA-00065,Springfield,70462,LA,2772331,2048402,723929,0,0,0,0
1265,14811,14812,4277,LA-00065,ST AMANT,70774,LA,142165,142165,0,0,0,0,0
1266,14811,14812,4277,LA-00065,ST FRANCISVLE,70775,LA,286000,286000,0,0,0,0,0
1267,14811,14812,4277,LA-00065,ST.  AMANT,70774,LA,142165,142165,0,0,0,0,0
1268,14811,14812,4277,LA-00065,SUNSET,70584,LA,3350,0,3350,0,0,0,0
1269,14811,14812,4277,LA-00065,SUNSHINE,70780,LA,13658,6688,6970,0,0,0,0
1270,14811,14812,4277,LA-00065,TANGIPAHOA,70465,LA,446382,358323,88059,155500,101400,1800,0
1271,14811,14812,4277,LA-00065,Tangipahoa,70465,LA,626415,626415,0,0,0,0,0
1272,14811,14812,4277,LA-00065,TICKFAW,70466,LA,2604332,2373842,230490,879900,772400,48300,59200
1273,14811,14812,4277,LA-00065,TICKFAW,70466,LA,179352,120364,58988,36900,34500,2400,0
1274,14811,14812,4277,LA-00065,VENTRESS,70783,LA,605333,586933,18400,0,0,0,0
1275,14811,14812,4277,LA-00065,VILLE PLATTE,70586,LA,392359,316199,76160,167700,114500,42200,11000
1276,14811,14812,4277,LA-00065,WALKER,70754,LA,110286,108486,1800,0,0,0,0
1277,14811,14812,4277,LA-00065,WALKER,70785,LA,13878832,11779646,2099186,2126000,964600,571700,589700
1278,14811,14812,4277,LA-00065,Walker,70785,LA,15710246,15570151,140095,122700,76900,16900,28900
1279,14811,14812,4277,LA-00065,WASHINGTON,70589,LA,22700,22700,0,0,0,0,0
1280,14811,14812,4277,LA-00065,WASHINGTON,70589,LA,52631,52631,0,52700,52700,0,0
1281,14811,14812,4277,LA-00065,WELSH,70591,LA,9802,9802,0,0,0,0,0
1282,14811,14812,4277,LA-00065,YOUNGSVILLE,70592,LA,2187157,1891425,295732,1928100,1471000,121000,336100
1283,14811,14812,4277,LA-00065,ZACHARY,70791,LA,13126497,11228370,1898127,4467100,2465500,1118700,882900
1284,14811,14812,4277,LA-00065,Zachary,70791,LA,1297325,1030765,266560,945600,780400,165200,0
1285,14811,14812,4277,LA-00065,ZACHERY,70791,LA,19880,0,19880,14900,0,14900,0
1286,14815,14816,WV-00045,FOLLANSBEE,26037,BROOKE,255217.0,232369,22848,25000,24000,1000,0,
1287,14833,14834,IN-00058,SOUTH BEND,46613,ST JOSEPH,495095.0,91470,403625,540000,31800,403700,104500,
1288,14833,14834,IN-00058,SOUTH BEND,46614,ST JOSEPH,77954.0,73679,4275,0,0,0,0,
1289,14833,14834,IN-00058,SOUTH BEND,46616,ST JOSEPH,191781.0,177158,14623,191800,177200,14600,0,
1290,14833,14834,IN-00058,SOUTH BEND,46617,ST JOSEPH,289468.0,289468,0,0,0,0,0,
1291,14833,14834,IN-00058,SOUTH BEND,46628,ST JOSEPH,59722.0,59722,0,45600,45600,0,0,
1292,14833,14834,IN-00058,SOUTH BEND,46635,ST JOSEPH,289468.0,289468,0,0,0,0,0,
1293,14837,14838,CA-00254,LOWER LAKE,95457,LAKE,4180147.0,3941069,239078,0,0,0,0,
1294,14837,14838,CA-00254,Lower Lake,95457,LAKE,333835.0,270566,63269,0,0,0,0,
1295,14839,14840,CA-00252,CARMEL,93923,MONTEREY,592296.0,559896,32400,387500,366200,15900,5400,
1296,14839,14840,CA-00252,Carmel,93923,MONTEREY,333883.0,301483,32400,124900,109000,15900,0,
1297,14841,14842,CA-00253,OAK HILLS,92344,SAN BERNARDINO,1189172.0,933105,256067,0,0,0,0,
1298,14841,14842,CA-00253,Oak Hills,92344,SAN BERNARDINO,2122277.0,1866210,256067,0,0,0,0,
1299,14841,14842,CA-00253,PHELAN,92371,SAN BERNARDINO,1718226.0,1600743,117483,0,0,0,0,
1300,14841,14842,CA-00253,Phelan,92371,SAN BERNARDINO,50141160.0,47838492,2302668,0,0,0,0,
1301,14849,14850,IN-00059,KOKOMO,46902,HOWARD,97586.0,97586,0,0,0,0,0,
1302,14854,14855,KS-00097,BELLE PLAINE,67013,SUMNER,4558.0,4558,0,4600,4600,0,0,
1303,14854,14855,KS-00097,Mulvane,67110,SEDGWICK,13966.0,12831,1135,0,0,0,0,
1304,14854,14855,KS-00097,MULVANE,67110,SUMNER,13966.0,12831,1135,0,0,0,0,
1305,14854,14855,KS-00097,Mulvane,67110,SUMNER,13966.0,12831,1135,0,0,0,0,
1306,14854,14855,KS-00097,WICHITA,67207,SEDGWICK,33583.0,33583,0,0,0,0,0,
1307,14857,14858,PA-00071,CONNELLSVILLE,15425,FAYETTE,292175.0,211200,80975,123800,101800,22000,0,
1308,14869,14870,WI-00053,ALMA,54610,BUFFALO,41386.0,0,41386,0,0,0,0,
1309,14886,14887,4280,FL-00118,BELLEAIR,33756,FL,1840,0,1840,0,0,0,0
1310,14886,14887,4280,FL-00118,BRANDON,33511,FL,16922,16922,0,16800,16800,0,0
1311,14886,14887,4280,FL-00118,CEDAR KEY,32625,FL,982640,579484,403156,427400,282800,77300,67300
1312,14886,14887,4280,FL-00118,Cedar Key,32625,FL,659840,544204,115636,0,0,0,0
1313,14886,14887,4280,FL-00118,CLEARWATER,33761,FL,7605,0,7605,0,0,0,0
1314,14886,14887,4280,FL-00118,CRYSTAL RIVER,34428,FL,125246,97758,27488,33600,30300,3300,0
1315,14886,14887,4280,FL-00118,CRYSTAL RIVER,34429,FL,5360,0,5360,13600,0,0,13600
1316,14886,14887,4280,FL-00118,GULFPORT,33707,FL,0,0,0,17800,0,0,17800
1317,14886,14887,4280,FL-00118,HOMOSASSA,34448,FL,442673,118689,323984,0,0,0,0
1318,14886,14887,4280,FL-00118,Homosassa,34448,FL,854735,232487,622248,0,0,0,0
1319,14886,14887,4280,FL-00118,HORSESHOE BEACH,32648,FL,13463,0,13463,0,0,0,0
1320,14886,14887,4280,FL-00118,HUDSON,34667,FL,127118,112053,15065,0,0,0,0
1321,14886,14887,4280,FL-00118,NEW PORT RICHEY,34653,FL,346486,331232,15254,0,0,0,0
1322,14886,14887,4280,FL-00118,NEW PORT RICHEY,34654,FL,53210,49210,4000,0,0,0,0
1323,14886,14887,4280,FL-00118,New Port Richey,34653,FL,5543776,5299712,244064,0,0,0,0
1324,14886,14887,4280,FL-00118,PORT RICHEY,34668,FL,8590,8590,0,0,0,0,0
1325,14886,14887,4280,FL-00118,RIVERVIEW,33579,FL,1,1,0,0,0,0,0
1326,14886,14887,4280,FL-00118,SAINT PETERSBURG,33701,FL,24000,0,24000,47800,0,22800,25000
1327,14886,14887,4280,FL-00118,SAINT PETERSBURG,33711,FL,54759,54759,0,0,0,0,0
1328,14886,14887,4280,FL-00118,SPRING HILL,34607,FL,13400,0,13400,0,0,0,0
1329,14886,14887,4280,FL-00118,STEINHATCHEE,32359,FL,15740,13240,2500,15800,13300,2500,0
1330,14886,14887,4280,FL-00118,SUWANNEE,32692,FL,113374,78889,34485,0,0,0,0
1331,14886,14887,4280,FL-00118,TALLAHASSEE,32301,FL,11657,2004,9653,0,0,0,0
1332,14886,14887,4280,FL-00118,TALLAHASSEE,32303,FL,19003,19003,0,11000,11000,0,0
1333,14886,14887,4280,FL-00118,TALLAHASSEE,32305,FL,27978,27978,0,23300,23300,0,0
1334,14886,14887,4280,FL-00118,TALLAHASSEE,32317,FL,9254,2859,6395,0,0,0,0
1335,14886,14887,4280,FL-00118,YANKEETOWN,34498,FL,101269,82709,18560,0,0,0,0
1336,14886,14887,4280,FL-00118,Yankeetown,34498,FL,202538,165418,37120,0,0,0,0
1337,,,"","","","","",,,,,,,
1338,,,"","","","","",,,,,,,
1339,,,"","","","","",,,,,,,
1340,,,"","","","","",,,,,,,
